,fps,duration,cudaTotal,kernComputeIndices-905,thrust::sort_by_key-909,kernResetIntBuffer-915,kernResetIntBuffer-916,kernIdentifyCellStartEnd-919,kernReshuffle-925,kernReshuffle-926,kernUpdateVelNeighborSearchCoherent-929,kernUpdatePos-934
avg_1024,604.379,1.72455,1.23613,0.00957925,0.255016,0.00609478,0.00518403,0.00783619,0.0153011,0.0164329,0.906734,0.0139565
max_1024,1460.25,3.92944,2.80925,0.039328,1.99862,0.043008,0.020896,0.023968,0.073376,0.032736,1.69981,0.297184
min_1024,254.489,0.684814,0.968864,0.008192,0.219136,0.004192,0.004064,0.006336,0.013312,0.014336,0.67072,0.010368
512,1105.23,0.904785,1.15075,0.008768,0.403392,0.005632,0.00464,0.007808,0.015776,0.01536,0.677568,0.011808
513,599.619,1.66772,1.01754,0.009952,0.25424,0.006144,0.0056,0.006688,0.015488,0.015232,0.691296,0.012896
514,535.25,1.86829,0.989824,0.01088,0.22848,0.004992,0.00544,0.008192,0.01504,0.01568,0.688832,0.012288
515,721.635,1.38574,0.979968,0.009056,0.225216,0.0056,0.004864,0.008192,0.014336,0.015744,0.684672,0.012288
516,704.325,1.4198,1.3799,0.009984,0.24736,0.004864,0.005568,0.006656,0.015808,0.014912,1.06291,0.01184
517,544.464,1.83667,1.2984,0.010112,0.255808,0.005664,0.004896,0.008192,0.014368,0.0184,0.683776,0.297184
518,528.687,1.89148,0.968864,0.01168,0.226048,0.006144,0.005216,0.007072,0.015552,0.0152,0.67072,0.011232
519,718.975,1.39087,0.989312,0.00832,0.225248,0.006016,0.005504,0.006912,0.015424,0.015296,0.694272,0.01232
520,694.355,1.44019,1.23478,0.009408,0.226112,0.005952,0.004288,0.007584,0.014944,0.03072,0.68608,0.249696
521,521.352,1.91809,0.984928,0.008832,0.226816,0.005664,0.005056,0.00784,0.018784,0.01616,0.682208,0.013568
522,763.894,1.30908,1.65206,0.009408,0.465632,0.037152,0.005792,0.007616,0.015264,0.015808,1.0832,0.012192
523,497.873,2.00854,0.9728,0.008864,0.226528,0.004896,0.00592,0.00752,0.015136,0.015968,0.675456,0.012512
524,742.365,1.34705,0.985088,0.009952,0.22352,0.006144,0.004096,0.008192,0.015424,0.015296,0.690176,0.012288
525,647.691,1.54395,0.980704,0.008448,0.223232,0.006144,0.005952,0.007584,0.01504,0.016096,0.684416,0.013792
526,711.605,1.40527,1.82272,0.010176,0.22944,0.006176,0.004064,0.008192,0.014368,0.016032,1.51994,0.014336
527,441.332,2.26587,0.998912,0.010016,0.225504,0.006144,0.0056,0.007872,0.015104,0.032736,0.683136,0.0128
528,726.628,1.37622,0.969056,0.008544,0.223232,0.00576,0.00448,0.008192,0.016032,0.014752,0.675776,0.012288
529,712.534,1.40344,1.16144,0.00896,0.4056,0.005632,0.004672,0.008192,0.01584,0.015904,0.683008,0.013632
530,595.392,1.67957,0.978528,0.01008,0.229536,0.006144,0.00512,0.007168,0.014528,0.016192,0.6776,0.01216
531,440.596,2.26965,1.00874,0.012096,0.256224,0.006016,0.005536,0.006848,0.015744,0.014976,0.677888,0.013408
532,729.41,1.37097,0.972192,0.01024,0.229376,0.005856,0.004384,0.008032,0.015712,0.015168,0.671168,0.012256
533,756.278,1.32227,1.33773,0.008544,0.22528,0.005632,0.004608,0.008192,0.014368,0.016192,1.04259,0.01232
534,562.328,1.77832,0.978112,0.009792,0.229088,0.004864,0.005568,0.006688,0.015968,0.014752,0.679008,0.012384
535,508.536,1.96643,1.03434,0.010656,0.26416,0.00592,0.005504,0.007008,0.015488,0.023424,0.689216,0.01296
536,756.487,1.3219,0.997248,0.010048,0.225472,0.005792,0.004448,0.007968,0.01456,0.028672,0.688064,0.012224
537,706.755,1.41492,1.23085,0.008192,0.224544,0.004896,0.005888,0.00784,0.014688,0.027904,0.693184,0.243712
538,597.825,1.67273,0.993888,0.0088,0.227328,0.006144,0.005152,0.007136,0.015552,0.01712,0.695648,0.011008
539,703.901,1.42065,1.67894,0.009312,0.461728,0.038912,0.005728,0.007584,0.01536,0.016032,1.11187,0.012416
540,494.537,2.02209,1.00557,0.010016,0.22544,0.005664,0.00464,0.007776,0.01472,0.016032,0.708992,0.012288
541,348.373,2.87048,1.01402,0.008704,0.249856,0.005792,0.005504,0.007136,0.015584,0.01632,0.69296,0.01216
542,990.568,1.00952,1.03904,0.008928,0.267296,0.005056,0.00544,0.006848,0.01584,0.01488,0.702464,0.012288
543,537.533,1.86035,1.20074,0.01088,0.42336,0.004672,0.006144,0.007616,0.014912,0.016384,0.704064,0.012704
544,652.593,1.53235,0.980992,0.010016,0.226848,0.004864,0.0056,0.00816,0.014848,0.014336,0.684032,0.012288
545,702.151,1.42419,0.99328,0.009696,0.228928,0.005088,0.006112,0.007616,0.014592,0.01472,0.693984,0.012544
546,613.495,1.63,0.971168,0.008608,0.22528,0.005728,0.004512,0.007808,0.01472,0.016064,0.677216,0.011232
547,680.286,1.46997,1.85629,0.008992,0.261536,0.004864,0.005984,0.007872,0.014624,0.015776,1.52182,0.014816
548,452.597,2.20947,1.00093,0.01024,0.229376,0.00608,0.00416,0.008192,0.016224,0.016064,0.698624,0.011968
549,707.243,1.41394,1.0199,0.009408,0.243968,0.004896,0.00592,0.00768,0.014656,0.028128,0.69296,0.012288
550,452.422,2.21033,1.01069,0.009216,0.223136,0.020256,0.004384,0.00784,0.014688,0.015424,0.703456,0.012288
551,1022.21,0.978271,1.86179,0.00832,0.270336,0.006016,0.005504,0.006912,0.015552,0.0152,1.51958,0.014368
552,454.606,2.19971,0.999424,0.01024,0.23552,0.005888,0.004352,0.007872,0.014656,0.016,0.692608,0.012288
553,709.141,1.41016,0.987136,0.008192,0.229152,0.0056,0.004864,0.008064,0.014464,0.016032,0.68848,0.012288
554,713.092,1.40234,1.17594,0.0088,0.405184,0.005664,0.004832,0.007584,0.01504,0.016288,0.700192,0.012352
555,667.481,1.49817,1.66026,0.01008,0.227488,0.005344,0.004896,0.008192,0.015456,0.015296,1.35741,0.016096
556,480.047,2.08313,1.01802,0.0096,0.2504,0.005632,0.0048,0.007456,0.014656,0.014784,0.698368,0.01232
557,705.113,1.41821,0.98496,0.009504,0.225056,0.005056,0.005952,0.007648,0.015072,0.015904,0.688256,0.012512
558,726.177,1.37708,1.34749,0.009504,0.223232,0.00688,0.004096,0.00816,0.014368,0.016192,1.05286,0.012192
559,568.849,1.75793,1.01805,0.008384,0.251904,0.006112,0.005472,0.008288,0.014656,0.01584,0.695104,0.012288
560,464.821,2.15137,1.09498,0.011968,0.308736,0.00496,0.005536,0.00672,0.026624,0.030624,0.687456,0.012352
561,807.173,1.23889,0.983872,0.009056,0.226304,0.005088,0.006016,0.007584,0.01488,0.016256,0.6864,0.012288
562,742.567,1.34668,0.983872,0.009024,0.225024,0.00592,0.004576,0.008032,0.014496,0.016384,0.68944,0.010976
563,614.185,1.62817,1.00147,0.009312,0.222112,0.006144,0.006144,0.007744,0.014784,0.01568,0.707104,0.012448
564,712.782,1.40295,1.78714,0.010016,0.229408,0.005664,0.004544,0.006368,0.016032,0.014688,1.4848,0.015616
565,450.283,2.22083,1.00963,0.009056,0.231456,0.006144,0.005568,0.00832,0.014656,0.015584,0.70544,0.013408
566,697.845,1.43298,0.997888,0.010112,0.223552,0.005632,0.004832,0.007712,0.01488,0.015808,0.70304,0.01232
567,676.969,1.47717,1.00848,0.009024,0.222848,0.0056,0.005056,0.008032,0.014464,0.015872,0.715264,0.01232
568,650.779,1.53662,1.70598,0.00992,0.24096,0.00512,0.005344,0.006944,0.015744,0.016,1.38957,0.016384
569,294.655,3.3938,1.04448,0.009664,0.26272,0.006144,0.005728,0.007616,0.014624,0.01504,0.710272,0.012672
570,1190.18,0.84021,0.98672,0.009632,0.231424,0.004864,0.0056,0.007616,0.015072,0.014592,0.685664,0.012256
571,636.964,1.56995,0.996992,0.00992,0.226656,0.005088,0.006144,0.008192,0.01536,0.015328,0.697408,0.012896
572,691.717,1.44568,1.83926,0.008352,0.233472,0.006144,0.004096,0.008192,0.014336,0.016384,1.53322,0.015072
573,440.999,2.26758,0.991552,0.00848,0.225024,0.005632,0.004864,0.008096,0.014432,0.015776,0.696928,0.01232
574,694.885,1.43909,0.993504,0.009568,0.225664,0.005632,0.004832,0.007488,0.01472,0.014944,0.698368,0.012288
575,672.523,1.48694,1.00765,0.010048,0.224864,0.004896,0.005952,0.008192,0.015392,0.01536,0.710624,0.01232
576,660.272,1.51453,1.85344,0.009792,0.2296,0.005632,0.004832,0.007584,0.024736,0.014784,1.54186,0.014624
577,444.131,2.25159,0.993824,0.00896,0.227168,0.005632,0.004768,0.008032,0.014496,0.016384,0.695776,0.012608
