,fps,duration,cudaTotal,kernComputeIndices-836,thrust::sort_by_key-840,kernResetIntBuffer-846,kernResetIntBuffer-847,kernIdentifyCellStartEnd-850,kernUpdateVelNeighborSearchScattered-857,kernUpdatePos-862
avg_1024,1540.21,0.690217,0.208681,0.00553103,0.162356,0.00552391,0.00496084,0.00542234,0.0195947,0.00529241
max_1024,2181.62,1.99329,0.704384,0.037472,0.658304,0.0368,0.021024,0.032704,0.040608,0.02768
min_1024,501.684,0.458374,0.163232,0.004192,0.117536,0.004096,0.004064,0.004096,0.018336,0.004096
512,789.667,1.26636,0.171968,0.007072,0.124928,0.005696,0.004544,0.005632,0.01888,0.005216
513,1699.94,0.588257,0.17728,0.006144,0.130752,0.005536,0.004896,0.004224,0.02048,0.005248
514,1942.61,0.514771,0.167936,0.005728,0.121248,0.006144,0.00528,0.00496,0.019808,0.004768
515,1685.25,0.593384,0.16816,0.00432,0.12288,0.006144,0.00416,0.00608,0.019488,0.005088
516,1310.3,0.763184,0.368544,0.0056,0.32208,0.005568,0.004672,0.005504,0.019072,0.006048
517,1792.95,0.557739,0.172032,0.00544,0.1272,0.004576,0.005632,0.004608,0.020128,0.004448
518,1733.76,0.576782,0.17408,0.005856,0.127008,0.005504,0.004992,0.006144,0.019648,0.004928
519,1731.19,0.577637,0.174112,0.00464,0.128352,0.004768,0.006144,0.005408,0.019168,0.005632
520,1560.08,0.640991,0.173088,0.005536,0.127584,0.005504,0.004736,0.00544,0.019104,0.005184
521,1249.54,0.800293,0.188416,0.005472,0.143072,0.005056,0.005344,0.004896,0.020128,0.004448
522,857.801,1.16577,0.401408,0.008192,0.353664,0.004736,0.00544,0.0048,0.019808,0.004768
523,1510.05,0.662231,0.182272,0.005536,0.135776,0.006144,0.005248,0.004992,0.019872,0.004704
524,1933.44,0.517212,0.17088,0.00496,0.126976,0.00512,0.004864,0.004352,0.020128,0.00448
525,1412.41,0.708008,0.17136,0.005472,0.124672,0.005024,0.005376,0.006016,0.019328,0.005472
526,1431.42,0.698608,0.37104,0.0056,0.326112,0.005536,0.004864,0.004352,0.02,0.004576
527,591.822,1.6897,0.692224,0.005504,0.645792,0.006112,0.004096,0.006144,0.019616,0.00496
528,1621.54,0.616699,0.192256,0.00576,0.147328,0.004608,0.005216,0.005024,0.018432,0.005888
