,fps,duration,cudaTotal,kernUpdateVelocityBruteForce-802,kernUpdatePos-803
avg_1024,495.632,2.68857,1.58598,1.58054,0.00544394
max_1024,6318.55,602.707,2.29786,2.29315,0.020512
min_1024,1.65918,0.158264,1.40176,1.39766,0.004096
512,6318.55,0.158264,1.41731,1.4112,0.006112
513,1.65918,602.707,1.41744,1.41139,0.006048
514,594.183,1.68298,1.41808,1.41194,0.006144
515,366.057,2.73181,1.41747,1.41133,0.006144
516,871.026,1.14807,1.41722,1.41245,0.004768
517,609.705,1.64014,1.41696,1.41123,0.005728
518,547.337,1.82703,1.41034,1.4049,0.00544
519,404.164,2.47424,1.4175,1.41165,0.005856
520,649.643,1.53931,1.41661,1.41107,0.005536
521,517.4,1.93274,1.99018,1.98451,0.005664
522,423.885,2.35913,1.67325,1.66835,0.004896
523,372.889,2.68176,1.42435,1.41821,0.006144
524,714.46,1.39966,1.73818,1.73286,0.005312
525,493.911,2.02466,1.66771,1.66323,0.00448
526,428.901,2.33154,1.41734,1.41146,0.005888
527,504.962,1.98035,1.41731,1.41174,0.005568
528,561.134,1.7821,2.23894,2.2328,0.006144
529,382.321,2.6156,1.41712,1.41107,0.006048
530,555.842,1.79907,1.41744,1.4113,0.006144
531,534.482,1.87097,2.0088,2.00294,0.005856
532,411.266,2.43152,1.67363,1.66749,0.006144
533,484.275,2.06494,1.41565,1.41126,0.004384
534,434.335,2.30237,1.74618,1.74086,0.005312
535,509.833,1.96143,1.66912,1.66403,0.005088
536,472.788,2.11511,1.4175,1.41187,0.005632
537,532.467,1.87805,1.41712,1.41107,0.006048
538,518.383,1.92908,1.66317,1.65811,0.005056
539,350.475,2.85327,1.41728,1.41219,0.005088
540,537.956,1.85889,1.41686,1.41107,0.005792
541,541.012,1.84839,2.03571,2.03066,0.005056
542,363.201,2.7533,1.41594,1.41082,0.00512
543,601.645,1.66211,1.41722,1.41107,0.006144
544,530.501,1.88501,1.99718,1.9913,0.005888
545,434.036,2.30396,1.67235,1.66704,0.005312
546,463.716,2.15649,1.41654,1.41107,0.005472
547,544.355,1.83704,1.41661,1.41107,0.005536
548,532.986,1.87622,1.66403,1.65872,0.005312
549,300.778,3.32471,1.41722,1.41107,0.006144
550,689.04,1.45129,1.4167,1.41139,0.005312
551,528.141,1.89343,1.68701,1.68163,0.005376
552,452.272,2.21106,1.41776,1.41178,0.005984
553,490.392,2.03918,1.4169,1.41107,0.005824
554,551.353,1.81372,2.00115,1.99507,0.00608
555,404.943,2.46948,1.67379,1.66765,0.006144
556,492.9,2.02881,1.41722,1.4128,0.004416
557,530.776,1.88403,1.73251,1.72646,0.006048
558,450.605,2.21924,1.6712,1.66566,0.005536
559,436.488,2.29102,1.41706,1.41107,0.005984
560,535.075,1.8689,1.41677,1.41149,0.00528
561,539.196,1.85461,2.01501,2.0097,0.005312
562,410.215,2.43774,1.4161,1.40995,0.006144
563,497.178,2.01135,1.41587,1.41126,0.004608
564,518.645,1.9281,2.02138,2.01635,0.005024
565,409.887,2.4397,1.67149,1.66582,0.005664
566,451.3,2.21582,1.41638,1.41107,0.005312
567,520.094,1.92273,2.00083,1.99475,0.00608
568,401.097,2.49316,1.67184,1.66726,0.004576
569,450.011,2.22217,1.41613,1.41165,0.00448
570,333.062,3.00244,1.41715,1.4113,0.005856
571,854.045,1.1709,1.68214,1.67613,0.006016
572,374.748,2.66846,1.41722,1.41107,0.006144
573,571.429,1.75,1.41549,1.41094,0.004544
574,505.585,1.97791,1.66237,1.65706,0.005312
575,358.387,2.79028,1.41578,1.41133,0.004448
576,576.131,1.73572,1.41555,1.41046,0.005088
577,543.416,1.84021,1.99738,1.99299,0.004384
578,380.634,2.6272,1.41926,1.41437,0.004896
