,fps,duration,cudaTotal,kernComputeIndices-836,thrust::sort_by_key-840,kernResetIntBuffer-846,kernResetIntBuffer-847,kernIdentifyCellStartEnd-850,kernUpdateVelNeighborSearchScattered-857,kernUpdatePos-862
avg_1024,712.907,1.46915,0.9728,0.007369,0.25251,0.00579103,0.00498234,0.00638425,0.687441,0.00832213
max_1024,1620.89,3.41138,1.80022,0.024576,0.602432,0.05248,0.028512,0.03072,1.42541,0.266784
min_1024,293.137,0.616943,0.778016,0.006144,0.211488,0.004096,0.003936,0.004992,0.5304,0.006464
512,836.687,1.19519,0.861888,0.006368,0.243744,0.006112,0.004096,0.006144,0.587552,0.007872
513,763.752,1.30933,1.29843,0.007552,0.402048,0.005344,0.004864,0.006176,0.864256,0.008192
514,492.811,2.02917,0.821248,0.007744,0.235424,0.00464,0.00512,0.006336,0.55488,0.007104
515,878.31,1.13855,0.866816,0.006656,0.23552,0.005152,0.004832,0.006304,0.601248,0.007104
516,812.376,1.23096,0.827968,0.00672,0.222208,0.004992,0.004224,0.006176,0.576576,0.007072
517,792.8,1.26135,0.875456,0.006848,0.223488,0.00592,0.00432,0.006144,0.6216,0.007136
518,657.147,1.52173,1.16074,0.007808,0.26048,0.005696,0.004544,0.006144,0.867744,0.00832
519,560.022,1.78564,0.849536,0.007456,0.248544,0.00576,0.00448,0.006144,0.56928,0.007872
520,788.375,1.26843,0.865504,0.006336,0.26624,0.005184,0.004864,0.006272,0.568768,0.00784
521,777.156,1.28674,0.831616,0.00736,0.254912,0.00512,0.004896,0.006304,0.544832,0.008192
522,802.822,1.24561,0.815104,0.007776,0.22096,0.004736,0.004096,0.0072,0.562144,0.008192
523,729.67,1.37048,1.55597,0.006144,0.228672,0.0048,0.004096,0.007232,1.2953,0.009728
524,496.605,2.01367,0.811008,0.008064,0.225408,0.004288,0.005632,0.006272,0.553152,0.008192
525,797.974,1.25317,0.819232,0.007776,0.225696,0.005344,0.004864,0.006176,0.561152,0.008224
526,884.092,1.1311,0.817152,0.008192,0.223232,0.005504,0.004736,0.006144,0.561152,0.008192
527,830.916,1.20349,0.792224,0.006592,0.224,0.004992,0.004224,0.006144,0.538496,0.007776
528,693.943,1.44104,1.54227,0.007456,0.236384,0.005792,0.004448,0.006144,1.27363,0.008416
529,524.154,1.90784,0.817184,0.006176,0.219168,0.005536,0.004672,0.006144,0.567296,0.008192
530,787.238,1.27026,0.846912,0.007072,0.23264,0.004896,0.004096,0.006144,0.585024,0.00704
531,704.385,1.41968,0.823488,0.006304,0.2288,0.004672,0.00512,0.00624,0.565344,0.007008
532,934.307,1.07031,0.824864,0.006624,0.22048,0.004576,0.005184,0.006272,0.573664,0.008064
533,667.373,1.49841,1.45622,0.00624,0.452544,0.0216,0.005088,0.006144,0.957568,0.00704
534,549.467,1.81995,0.828288,0.00704,0.217088,0.005856,0.004384,0.006144,0.579584,0.008192
535,819.118,1.22083,0.778016,0.006144,0.21712,0.005152,0.005056,0.006144,0.5304,0.008
536,840.55,1.1897,0.782016,0.006304,0.214912,0.005152,0.005056,0.006176,0.536448,0.007968
537,854.045,1.1709,0.808448,0.007264,0.219392,0.004768,0.004096,0.006144,0.558912,0.007872
538,655.36,1.52588,1.58608,0.007072,0.247712,0.004192,0.005664,0.00624,1.30701,0.008192
539,503.441,1.98633,0.797088,0.006592,0.235488,0.004096,0.005696,0.006272,0.531808,0.007136
540,839.774,1.1908,0.791136,0.006752,0.221184,0.005728,0.004512,0.006144,0.538624,0.008192
541,811.652,1.23206,0.81104,0.00752,0.2168,0.004928,0.004224,0.006144,0.56448,0.006944
542,844.275,1.18445,1.06893,0.006912,0.219136,0.005792,0.004448,0.006144,0.818464,0.008032
