,fps,duration,cudaTotal,kernComputeIndices-836,thrust::sort_by_key-840,kernResetIntBuffer-846,kernResetIntBuffer-847,kernIdentifyCellStartEnd-850,kernUpdateVelNeighborSearchScattered-857,kernUpdatePos-862
avg_1024,520.103,2.02333,1.54921,0.00856866,0.247566,0.00583391,0.00597344,0.00746328,1.26172,0.0120854
max_1024,1534.08,4.67847,2.72547,0.025152,0.544576,0.0512,0.037888,0.037696,2.40682,0.34608
min_1024,213.745,0.651855,1.21245,0.00688,0.21344,0.004064,0.004096,0.006112,0.954784,0.009056
512,597.259,1.67432,1.23901,0.008192,0.219136,0.005792,0.004448,0.008192,0.982688,0.01056
513,616.172,1.62292,1.23306,0.00832,0.21792,0.00528,0.006368,0.006784,0.977984,0.0104
514,374.56,2.6698,1.69853,0.010528,0.287168,0.0056,0.00464,0.007264,1.37309,0.01024
515,456.455,2.1908,1.22061,0.008192,0.2272,0.004224,0.006144,0.007456,0.957152,0.01024
516,720.619,1.3877,1.22003,0.008384,0.220224,0.004864,0.005856,0.006432,0.96384,0.010432
517,601.115,1.66357,2.10589,0.008512,0.225504,0.005792,0.005824,0.006816,1.8431,0.010336
518,364.835,2.74097,1.22474,0.008192,0.221184,0.005568,0.004672,0.007296,0.967552,0.010272
519,626.204,1.59692,1.22675,0.00928,0.220096,0.004096,0.007904,0.006432,0.968704,0.01024
520,628.607,1.59082,1.22464,0.008192,0.220832,0.004448,0.006144,0.007808,0.966784,0.010432
521,471.563,2.12061,1.58928,0.010336,0.221184,0.005536,0.00576,0.006976,1.32838,0.011104
522,379.981,2.63171,1.22266,0.008192,0.218112,0.004928,0.006368,0.007776,0.96672,0.01056
523,848.121,1.17908,1.32163,0.00848,0.282752,0.00464,0.006144,0.007616,1.00157,0.010432
524,601.513,1.66248,1.92749,0.008384,0.23184,0.004096,0.006144,0.007584,1.65498,0.014464
525,414.722,2.41125,1.41382,0.008448,0.405056,0.00496,0.005536,0.006752,0.9728,0.010272
526,555.955,1.79871,1.22266,0.00928,0.21936,0.004832,0.004096,0.00784,0.967008,0.01024
527,623.345,1.60425,1.21245,0.008224,0.22032,0.004928,0.006176,0.007776,0.954784,0.01024
528,600.631,1.66492,2.16064,0.00832,0.470656,0.0064,0.006144,0.007296,1.64931,0.012512
529,390.653,2.55981,1.22854,0.008192,0.21904,0.004192,0.006144,0.007968,0.9728,0.010208
530,607.76,1.64539,1.27123,0.009248,0.221216,0.004928,0.005952,0.006496,1.00144,0.021952
531,515.479,1.93994,1.27158,0.008192,0.24528,0.004576,0.006144,0.006176,0.990912,0.010304
532,463.034,2.15967,1.63226,0.010432,0.22576,0.00416,0.005632,0.006656,1.36944,0.010176
533,504.154,1.98352,1.25379,0.008224,0.223616,0.005408,0.005024,0.007648,0.993632,0.01024
534,587.957,1.70081,1.24486,0.00816,0.215104,0.005568,0.00464,0.007936,0.99312,0.010336
535,592.121,1.68884,2.11802,0.008256,0.21744,0.0056,0.00608,0.00672,1.86368,0.01024
536,359.693,2.78015,1.27795,0.008192,0.243712,0.005664,0.004576,0.007424,0.998144,0.01024
537,608.166,1.64429,1.22522,0.008416,0.220928,0.00464,0.006112,0.006176,0.968704,0.01024
538,617.705,1.6189,1.23699,0.008192,0.217088,0.005632,0.005792,0.00688,0.983168,0.01024
539,364.851,2.74084,1.52637,0.01088,0.485664,0.005152,0.00512,0.00784,1.00157,0.010144
540,545.697,1.83252,1.2288,0.008192,0.218656,0.004576,0.006112,0.006176,0.97488,0.010208
541,615.708,1.62415,1.25981,0.00848,0.217088,0.005568,0.006272,0.006592,1.00557,0.01024
542,579.883,1.72449,2.42074,0.008192,0.221184,0.005248,0.004832,0.007552,2.16144,0.012288
543,355.911,2.80969,1.26742,0.008256,0.219136,0.005248,0.005056,0.007744,1.01165,0.010336
544,603.996,1.65564,1.23962,0.008384,0.215424,0.005728,0.004512,0.007328,0.987936,0.010304
545,609.433,1.64087,1.25824,0.008448,0.223072,0.004768,0.006144,0.006176,0.999392,0.01024
546,414.198,2.41431,1.61981,0.010624,0.222336,0.004928,0.00416,0.008192,1.35914,0.010432
547,447.137,2.23645,1.28003,0.008192,0.243712,0.00544,0.005024,0.00784,0.999552,0.010272
548,610.66,1.63757,1.24054,0.008192,0.220768,0.004512,0.00768,0.00656,0.982496,0.010336
549,624.01,1.60254,2.38474,0.0072,0.22512,0.005376,0.005888,0.007136,2.12112,0.012896
550,363.459,2.75134,1.23632,0.008192,0.218944,0.004288,0.005568,0.00672,0.982272,0.010336
551,604.799,1.65344,1.26621,0.00816,0.220704,0.005088,0.006144,0.007968,1.00787,0.010272
552,591.779,1.68982,1.57696,0.008192,0.224576,0.0048,0.004096,0.00768,1.31328,0.014336
553,458.704,2.18005,1.64054,0.008288,0.221184,0.004096,0.006144,0.00752,1.38307,0.01024
554,494.238,2.02332,1.23773,0.008448,0.219616,0.005504,0.005824,0.007104,0.980992,0.01024
555,516.813,1.93494,1.25091,0.008224,0.229024,0.004416,0.006144,0.007264,0.98544,0.0104
556,609.297,1.64124,2.41043,0.008192,0.221184,0.005632,0.00576,0.006656,2.15078,0.012224
557,355.417,2.8136,1.24109,0.008192,0.219168,0.005472,0.005792,0.007136,0.985088,0.01024
558,608.799,1.64258,1.23696,0.008192,0.216672,0.004512,0.005312,0.007008,0.984768,0.010496
559,592.421,1.68799,1.26362,0.009344,0.235616,0.004896,0.005856,0.006432,0.991232,0.01024
560,424.742,2.35437,1.61997,0.011392,0.22736,0.00416,0.004672,0.006368,1.35578,0.01024
561,497.178,2.01135,1.2329,0.008192,0.219136,0.005216,0.005024,0.00768,0.977408,0.01024
562,616.079,1.62317,1.23686,0.009472,0.215808,0.00576,0.006528,0.007648,0.981024,0.010624
563,351.392,2.84583,2.48163,0.022528,0.238784,0.004928,0.005824,0.006464,2.19094,0.01216
564,527.869,1.89441,1.24099,0.008192,0.223008,0.00432,0.005472,0.006816,0.982848,0.010336
565,621.784,1.60828,1.23699,0.008192,0.219136,0.005824,0.005792,0.006816,0.980992,0.01024
566,587.366,1.70251,1.9369,0.008192,0.22528,0.005824,0.004416,0.007552,1.6712,0.014432
567,427.424,2.3396,1.44026,0.008576,0.40768,0.0056,0.00464,0.00736,0.995168,0.011232
568,559.372,1.78772,1.23213,0.008224,0.216992,0.004192,0.005632,0.006656,0.980224,0.010208
569,605.156,1.65247,1.23693,0.008384,0.223072,0.00576,0.005792,0.006848,0.97664,0.010432
570,570.633,1.75244,2.40192,0.008288,0.22096,0.004224,0.006144,0.007584,2.14224,0.01248
571,358.873,2.7865,1.22771,0.007104,0.223232,0.004096,0.006144,0.007712,0.969184,0.01024
572,602.796,1.65894,1.23462,0.008288,0.21936,0.005984,0.006304,0.007872,0.976416,0.0104
573,610.205,1.63879,1.23792,0.008416,0.21536,0.00448,0.006176,0.0072,0.986048,0.01024
574,416.408,2.40149,1.63242,0.0104,0.223232,0.005696,0.004544,0.006144,1.37213,0.010272
575,489.425,2.04321,1.28774,0.008192,0.221184,0.005888,0.006368,0.006208,1.02966,0.01024
576,584.809,1.70996,1.23741,0.00832,0.215616,0.005344,0.004832,0.00624,0.986752,0.010304
577,600.322,1.66577,2.42848,0.008192,0.219168,0.005568,0.005792,0.007008,2.17075,0.012
578,260.809,3.83423,1.25133,0.008224,0.218752,0.004448,0.005376,0.006848,0.99744,0.01024
579,1270.87,0.786865,1.24192,0.008416,0.227936,0.005568,0.004672,0.007552,0.977536,0.01024
580,607.67,1.64563,1.24112,0.00944,0.2216,0.00448,0.006176,0.008,0.981152,0.010272
581,483.818,2.06689,1.64739,0.010624,0.221504,0.004192,0.007776,0.00656,1.3865,0.01024
582,482.791,2.07129,1.23072,0.008224,0.217184,0.005376,0.004832,0.006176,0.978432,0.010496
583,612.944,1.63147,1.23056,0.008192,0.216768,0.004416,0.006176,0.00736,0.976928,0.01072
584,538.345,1.85754,2.07872,0.008192,0.221184,0.004096,0.005792,0.006496,1.8225,0.010464
585,394.301,2.53613,1.23933,0.008384,0.218304,0.004928,0.005792,0.006656,0.984896,0.010368
586,621.642,1.60864,1.26566,0.008192,0.216576,0.004608,0.007296,0.00704,1.00352,0.018432
587,526.749,1.89844,1.25136,0.008192,0.22528,0.005536,0.005792,0.007072,0.989216,0.010272
588,379.154,2.63745,1.44131,0.011296,0.405888,0.004704,0.006048,0.00624,0.995328,0.011808
589,556.295,1.79761,1.23018,0.008192,0.219136,0.005408,0.005024,0.007712,0.974496,0.010208
590,612.074,1.63379,1.23904,0.008288,0.220128,0.004928,0.004224,0.007488,0.983584,0.0104
591,525.027,1.90466,2.42653,0.008192,0.233728,0.005792,0.005792,0.006848,2.15379,0.012384
592,379.312,2.63635,1.25734,0.008192,0.219136,0.005888,0.005792,0.006752,1.00112,0.010464
593,602.796,1.65894,1.24365,0.008288,0.2176,0.005184,0.00704,0.006176,0.989024,0.010336
594,615.2,1.62549,1.24157,0.008448,0.221056,0.004448,0.006144,0.006176,0.985056,0.01024
595,305.466,3.27368,1.27328,0.010368,0.231424,0.004096,0.006144,0.007712,1.00323,0.010304
596,604.754,1.65356,1.24723,0.008192,0.217088,0.005856,0.004512,0.00784,0.994592,0.009152
597,575.321,1.73816,1.29069,0.008416,0.272256,0.005344,0.004768,0.006496,0.98304,0.010368
598,529.37,1.88904,1.29712,0.008352,0.276064,0.00496,0.004224,0.007744,0.985536,0.01024
599,581.034,1.72107,1.26701,0.00832,0.220384,0.004928,0.00576,0.008224,1.00797,0.011424
600,621.359,1.60938,1.24938,0.00816,0.219264,0.005504,0.00656,0.0064,0.993248,0.01024
601,593.537,1.68481,1.23299,0.00848,0.21744,0.004096,0.006144,0.007424,0.979104,0.010304
602,606.141,1.64978,2.29651,0.008096,0.463232,0.00656,0.006144,0.006144,1.79594,0.0104
603,364.965,2.73999,1.27386,0.008192,0.227328,0.005248,0.005024,0.007328,1.0105,0.01024
604,605.201,1.65234,1.24294,0.008288,0.21648,0.004896,0.005792,0.006528,0.990432,0.010528
605,572.667,1.74622,1.96102,0.008192,0.234912,0.004704,0.006016,0.006304,1.68547,0.015424
606,403.706,2.47705,1.2288,0.008224,0.219072,0.004128,0.005696,0.006592,0.974848,0.01024
607,621.973,1.60779,1.26989,0.00816,0.2152,0.005536,0.006688,0.00624,1.01782,0.01024
608,600.807,1.66443,1.25059,0.008224,0.216288,0.004896,0.007232,0.007104,0.996448,0.0104
609,479.878,2.08386,2.27946,0.008192,0.520192,0.02048,0.006144,0.016384,1.69574,0.01232
610,339.762,2.94324,1.30253,0.008192,0.21888,0.004352,0.005248,0.00704,1.03834,0.02048
611,827.893,1.20789,1.25533,0.008288,0.222016,0.005696,0.005824,0.006912,0.995328,0.011264
612,576.901,1.7334,1.95603,0.008352,0.249632,0.00432,0.006144,0.00736,1.66586,0.014368
613,437.654,2.28491,1.44589,0.00928,0.406464,0.004256,0.00576,0.006368,1.00352,0.01024
614,547.997,1.82483,1.25542,0.008224,0.218176,0.00496,0.00416,0.00768,1.00198,0.01024
615,615.986,1.62341,1.26192,0.008128,0.222944,0.0048,0.006144,0.007712,1.00195,0.01024
616,572.787,1.74585,2.41101,0.008256,0.219584,0.005504,0.004736,0.006144,2.15389,0.012896
617,356.717,2.80334,1.24867,0.008192,0.21712,0.005376,0.006272,0.006752,0.994624,0.010336
618,608.392,1.64368,1.25514,0.008192,0.220768,0.004512,0.006176,0.007168,0.998048,0.010272
619,505.866,1.97681,1.61174,0.009504,0.280768,0.00464,0.00608,0.00624,1.28106,0.023456
620,474.596,2.10706,1.6824,0.008512,0.264192,0.004704,0.00576,0.006592,1.3824,0.01024
621,493.911,2.02466,1.25171,0.008288,0.220992,0.004544,0.006144,0.006144,0.995328,0.010272
622,596.432,1.67664,1.26528,0.008384,0.21904,0.004352,0.00544,0.006848,1.01078,0.010432
623,588.379,1.69958,2.47104,0.00832,0.221056,0.005408,0.005056,0.00784,2.20995,0.013408
