,fps,duration,cudaTotal,kernUpdateVelocityBruteForce-802,kernUpdatePos-803
avg_1024,1361.77,1.00965,0.320645,0.315345,0.00529947
max_1024,6289.44,209.787,0.640608,0.635296,0.020864
min_1024,4.76675,0.158997,0.28672,0.281504,0.004064
512,6289.44,0.158997,0.288768,0.284,0.004768
513,4.76675,209.787,0.287744,0.283072,0.004672
514,3040.83,0.328857,0.288352,0.28288,0.005472
515,656.831,1.52246,0.29216,0.285792,0.006368
516,1942.15,0.514893,0.288416,0.282656,0.00576
517,2368.31,0.422241,0.288736,0.282656,0.00608
518,1184.33,0.84436,0.287424,0.283136,0.004288
519,1960.28,0.510132,0.288768,0.28368,0.005088
520,1236.16,0.80896,0.288704,0.282624,0.00608
521,1575.38,0.634766,0.288288,0.283008,0.00528
522,1620.57,0.617065,0.288768,0.283808,0.00496
523,1490,0.671143,0.288768,0.283904,0.004864
524,1002.69,0.997314,0.288416,0.282624,0.005792
525,2025.72,0.493652,0.28864,0.283392,0.005248
526,1599.06,0.625366,0.542336,0.536576,0.00576
527,958.353,1.04346,0.28832,0.282624,0.005696
528,1398.43,0.715088,0.288384,0.282976,0.005408
529,1365.33,0.732422,0.288352,0.282624,0.005728
530,1604.07,0.623413,0.28768,0.283104,0.004576
531,1278,0.782471,0.288768,0.283808,0.00496
532,1555.05,0.643066,0.288768,0.284064,0.004704
533,1354.05,0.738525,0.28832,0.283104,0.005216
534,1591.3,0.628418,0.28832,0.282624,0.005696
535,1170.29,0.854492,0.287296,0.28288,0.004416
536,1598.75,0.625488,0.609664,0.60416,0.005504
537,674.128,1.4834,0.288768,0.283936,0.004832
538,1297.02,0.770996,0.288736,0.282624,0.006112
539,1839.66,0.543579,0.288288,0.282944,0.005344
540,943.453,1.05994,0.288768,0.284,0.004768
541,2305.01,0.433838,0.288768,0.283936,0.004832
542,1257.6,0.795166,0.288768,0.282624,0.006144
543,1624.75,0.615479,0.288768,0.282624,0.006144
544,1615.78,0.618896,0.288352,0.282656,0.005696
545,1414.85,0.706787,0.60416,0.599232,0.004928
546,771.738,1.29578,0.287552,0.283104,0.004448
547,1091.54,0.916138,0.288288,0.28304,0.005248
548,1546.24,0.646729,0.288416,0.282912,0.005504
549,1479.23,0.676025,0.287488,0.283136,0.004352
550,1354.05,0.738525,0.288448,0.282624,0.005824
551,1490.81,0.670776,0.288288,0.282656,0.005632
552,1348.92,0.741333,0.288448,0.28272,0.005728
553,1490.27,0.671021,0.53856,0.53248,0.00608
554,956.451,1.04553,0.290816,0.286112,0.004704
555,718.912,1.39099,0.288768,0.284,0.004768
556,955.447,1.04663,0.288384,0.282912,0.005472
557,3239.23,0.308716,0.28832,0.283104,0.005216
558,1294.77,0.772339,0.288768,0.283904,0.004864
559,1352.48,0.73938,0.28832,0.282912,0.005408
560,1579.03,0.633301,0.2888,0.283904,0.004896
