,fps,duration,cudaTotal,kernComputeIndices-905,thrust::sort_by_key-909,kernResetIntBuffer-915,kernResetIntBuffer-916,kernIdentifyCellStartEnd-919,kernReshuffle-925,kernReshuffle-926,kernUpdateVelNeighborSearchCoherent-929,kernUpdatePos-934
avg_1024,221.87,4.55701,3.84053,0.0265172,0.449034,0.00754703,0.00538778,0.0112727,0.0333578,0.0360935,3.23112,0.0401915
max_1024,392.112,6.7876,4.80259,0.054752,1.13539,0.049792,0.028672,0.055296,0.07552,0.0768,4.1136,0.350208
min_1024,147.328,2.55029,3.39398,0.022624,0.358656,0.006144,0.004064,0.009216,0.031328,0.03472,2.85946,0.034816
512,224.944,4.44556,4.46765,0.023424,0.499296,0.006592,0.005248,0.01072,0.032928,0.035072,3.81952,0.034848
513,200.804,4.97998,3.47635,0.026496,0.373184,0.00672,0.005792,0.010464,0.03264,0.035072,2.94883,0.037152
514,243.086,4.11377,3.48163,0.026304,0.387392,0.007872,0.004416,0.011552,0.032864,0.035456,2.93994,0.03584
515,235.972,4.23779,4.23994,0.023104,0.393248,0.007616,0.00464,0.01024,0.0328,0.035904,3.69347,0.038912
516,199.971,5.00073,3.49187,0.026624,0.395264,0.006144,0.005952,0.010432,0.0328,0.036064,2.9417,0.036896
517,242.971,4.11572,3.49725,0.026624,0.399296,0.006208,0.006144,0.01024,0.032768,0.036736,2.94291,0.03632
518,227.669,4.39233,4.60598,0.02624,0.665984,0.007776,0.004512,0.011968,0.033088,0.036544,3.78502,0.034848
519,200.382,4.99048,3.48122,0.026624,0.382976,0.007616,0.004672,0.010368,0.032736,0.036256,2.94256,0.037408
520,236.394,4.23022,3.51437,0.026144,0.42032,0.006144,0.005792,0.010592,0.032768,0.03584,2.94118,0.035584
521,235.511,4.24609,4.56304,0.0256,0.589664,0.006336,0.00608,0.012096,0.035008,0.036896,3.81539,0.035968
522,191.509,5.22168,3.49984,0.026624,0.40752,0.006176,0.005664,0.013952,0.03296,0.035488,2.93274,0.03872
523,234.553,4.26343,3.55037,0.02672,0.452576,0.006144,0.006144,0.01024,0.034656,0.035008,2.94256,0.03632
524,257.012,3.89087,4.54851,0.025216,0.37648,0.006464,0.005984,0.0104,0.032736,0.035968,4.01706,0.038208
525,187.649,5.3291,3.48464,0.025568,0.391232,0.008,0.005504,0.010688,0.033056,0.034848,2.93843,0.037312
526,233.178,4.28857,3.4816,0.02656,0.405504,0.006336,0.006016,0.01024,0.033888,0.035648,2.92054,0.036864
527,250.505,3.99194,3.8953,0.026656,0.371776,0.007072,0.005536,0.010656,0.032256,0.035488,3.33622,0.069632
528,194.714,5.13574,3.48749,0.02832,0.383552,0.008032,0.004256,0.010368,0.034688,0.036864,2.94422,0.037184
529,221.071,4.52344,3.56954,0.028032,0.467104,0.006624,0.00592,0.010464,0.032768,0.034912,2.94493,0.038784
530,250.919,3.98535,3.82957,0.026336,0.377472,0.007872,0.004416,0.01024,0.032864,0.036704,3.29734,0.03632
531,207.413,4.82129,3.49632,0.028288,0.40624,0.007872,0.005504,0.010688,0.033056,0.035072,2.9327,0.036896
532,249.68,4.00513,3.4656,0.02496,0.382976,0.007936,0.004352,0.010272,0.03376,0.035744,2.92979,0.035808
533,230.566,4.33716,3.87891,0.026592,0.390528,0.006816,0.005728,0.010656,0.032768,0.03632,3.33267,0.036832
534,207.771,4.81299,4.19872,0.026112,0.660288,0.024576,0.028672,0.02,0.035008,0.035136,3.33411,0.034816
535,218.325,4.58032,3.48595,0.02672,0.387232,0.007232,0.005056,0.01024,0.032768,0.036864,2.94093,0.038912
536,219.766,4.55029,3.95059,0.026656,0.459744,0.007072,0.014432,0.012192,0.032864,0.038944,3.32314,0.035552
537,224.746,4.44946,4.24778,0.026624,0.70128,0.042144,0.013152,0.012288,0.034464,0.0352,3.3464,0.036224
538,209.911,4.76392,3.54218,0.026624,0.456736,0.007968,0.004288,0.010272,0.032736,0.036064,2.93062,0.036864
539,234.634,4.26196,3.95962,0.02544,0.462816,0.007936,0.005536,0.010752,0.03312,0.034816,3.34234,0.036864
540,215.749,4.63501,4.33766,0.02608,0.391712,0.00768,0.004608,0.011712,0.033152,0.036448,3.79082,0.035456
541,201.903,4.95288,3.46726,0.028576,0.37488,0.007584,0.004704,0.011456,0.033248,0.036224,2.93331,0.03728
542,244.217,4.09473,3.8439,0.026624,0.380288,0.006784,0.005152,0.010656,0.032736,0.035456,3.3095,0.036704
543,211.036,4.73853,4.31107,0.026304,0.37456,0.006688,0.005856,0.01056,0.032768,0.035808,3.7832,0.035328
544,203.548,4.91284,3.46685,0.026624,0.380928,0.007296,0.004832,0.0104,0.032576,0.03504,2.93251,0.03664
545,240.488,4.1582,3.84819,0.026656,0.384992,0.00736,0.004928,0.011296,0.031712,0.036256,3.3095,0.035488
546,215.409,4.64233,4.44464,0.025216,0.509344,0.00672,0.005152,0.011264,0.032736,0.036576,3.78227,0.03536
547,193.692,5.16284,3.56957,0.026624,0.46624,0.006848,0.005632,0.026592,0.043552,0.034816,2.92186,0.037408
548,243.23,4.11133,3.86982,0.026624,0.39936,0.006144,0.00576,0.010656,0.032768,0.034784,3.31728,0.036448
549,216.239,4.62451,4.37309,0.026464,0.439072,0.00736,0.004928,0.011552,0.031456,0.03616,3.7793,0.0368
550,197.264,5.06934,3.45699,0.026144,0.377824,0.006272,0.005632,0.010496,0.032896,0.03632,2.92451,0.036896
551,238.722,4.18896,3.86458,0.026656,0.409344,0.006368,0.006144,0.01024,0.032768,0.034848,3.30134,0.036864
552,214.72,4.65723,4.3521,0.025376,0.433888,0.006432,0.005152,0.010688,0.032704,0.035424,3.7663,0.036128
553,172.485,5.79761,3.52051,0.028672,0.440032,0.006432,0.00608,0.010304,0.032768,0.036064,2.9233,0.036864
554,241.438,4.14185,3.87443,0.026624,0.411648,0.007296,0.004832,0.0104,0.032768,0.035904,3.30848,0.03648
555,193.408,5.17041,3.99075,0.028704,0.902144,0.007136,0.005536,0.011936,0.033728,0.034944,2.93005,0.036576
556,216.022,4.62915,3.55738,0.026496,0.465024,0.007424,0.004832,0.010272,0.0328,0.03632,2.93734,0.036864
