,fps,duration,cudaTotal,kernComputeIndices-905,thrust::sort_by_key-909,kernResetIntBuffer-915,kernResetIntBuffer-916,kernIdentifyCellStartEnd-919,kernReshuffle-925,kernReshuffle-926,kernUpdateVelNeighborSearchCoherent-929,kernUpdatePos-934
avg_1024,34.7328,28.8117,27.2427,0.131276,1.44989,0.00901469,0.00613306,0.0538176,0.190726,0.190362,24.9862,0.225268
max_1024,38.0443,31.9473,29.3254,0.151552,2.93824,0.069632,0.022432,0.072224,0.556832,0.239968,26.8943,0.554208
min_1024,31.3016,26.2852,26.5248,0.127104,1.31517,0.00656,0.004096,0.051776,0.185216,0.186656,24.3845,0.220768
512,36.9275,27.0801,26.6917,0.127104,1.47866,0.008256,0.00608,0.053248,0.189856,0.186976,24.4175,0.224064
513,35.7754,27.9521,27.817,0.130784,1.36426,0.008192,0.00576,0.053632,0.186368,0.188448,25.6565,0.223104
514,34.1424,29.2891,26.6367,0.130496,1.39363,0.008192,0.006144,0.053248,0.188416,0.188416,24.4444,0.223808
515,35.2241,28.3896,27.7023,0.129504,1.6369,0.008384,0.005984,0.053216,0.187808,0.189056,25.2682,0.223232
516,34.3751,29.0908,27.8998,0.130272,1.4303,0.009376,0.006176,0.053376,0.191168,0.189792,25.6662,0.223168
517,33.8692,29.5254,26.7225,0.13328,1.48685,0.008192,0.005984,0.053024,0.186464,0.188704,24.4345,0.22544
518,35.6558,28.0459,27.0308,0.135168,1.41312,0.008192,0.006144,0.05328,0.187968,0.188832,24.8115,0.22656
519,34.5689,28.9277,28.3996,0.13088,1.94339,0.008352,0.005632,0.056,0.186368,0.189568,25.6577,0.22176
520,33.9298,29.4727,26.6714,0.12928,1.42336,0.008288,0.006048,0.053248,0.187872,0.18848,24.453,0.221792
521,35.4952,28.1729,26.6589,0.131328,1.42666,0.008352,0.004736,0.054464,0.186752,0.188864,24.4326,0.225152
522,35.6323,28.0645,27.8435,0.130016,1.37418,0.008192,0.006144,0.053248,0.18944,0.197056,25.6631,0.222112
523,34.1983,29.2412,26.5824,0.131072,1.34963,0.008192,0.006144,0.053248,0.18976,0.18912,24.4326,0.222592
524,34.1629,29.2715,26.7268,0.131488,1.47043,0.008224,0.006016,0.053216,0.188608,0.18944,24.4377,0.241664
525,36.574,27.3418,27.9033,0.131104,1.43325,0.008384,0.0136,0.05328,0.186848,0.188192,25.6641,0.224576
526,34.2223,29.2207,27.0022,0.129088,1.38029,0.008192,0.006176,0.053184,0.1864,0.189472,24.8202,0.229216
527,34.2383,29.207,27.3081,0.129504,2.08006,0.008352,0.00464,0.053248,0.1864,0.188384,24.4347,0.22288
528,35.473,28.1904,27.8784,0.130048,1.38237,0.008192,0.021536,0.052192,0.188352,0.196672,25.677,0.222048
529,34.0098,29.4033,26.6977,0.129056,1.47862,0.008192,0.005728,0.05312,0.187968,0.189408,24.424,0.221664
530,35.7205,27.9951,27.8589,0.145408,1.37626,0.00928,0.005088,0.053216,0.189696,0.1904,25.6559,0.233696
