,fps,duration,cudaTotal,kernComputeIndices-905,thrust::sort_by_key-909,kernResetIntBuffer-915,kernResetIntBuffer-916,kernIdentifyCellStartEnd-921,kernReshuffle-925,kernReshuffle-926,kernUpdateVelNeighborSearchCoherent-929,kernUpdatePos-934
avg_1024,103.326,9.72096,8.68191,0.0700529,0.836468,0.00871534,0.00605706,0.0536487,0.0986527,0.104668,7.38189,0.121758
max_1024,141.554,19.335,10.6844,0.124448,1.63782,0.049152,0.02272,0.090112,0.1272,0.440992,9.20797,0.552224
min_1024,51.7198,7.06445,8.23971,0.065536,0.729088,0.00624,0.004192,0.050112,0.095232,0.096416,7.05683,0.112256
512,101.006,9.90039,8.4192,0.068256,0.9032,0.008352,0.005952,0.052608,0.098176,0.09824,7.07053,0.113888
513,104.118,9.60449,8.40477,0.069632,0.878336,0.008448,0.00512,0.05152,0.098368,0.09824,7.08048,0.114624
514,99.6642,10.0337,9.62742,0.07136,0.887104,0.008192,0.006176,0.053216,0.097792,0.097952,8.2928,0.112832
515,93.0994,10.7412,9.35005,0.068512,0.95232,0.009472,0.004864,0.058784,0.09632,0.098656,7.94634,0.114784
516,100.594,9.94092,8.34506,0.069632,0.82464,0.008384,0.00464,0.055296,0.09792,0.098176,7.07222,0.114144
517,105.16,9.50928,8.37667,0.069344,0.841728,0.007168,0.006016,0.053248,0.097952,0.097632,7.08912,0.114464
518,102.426,9.76318,9.27539,0.06944,0.901312,0.008192,0.006144,0.055296,0.098304,0.100256,7.92381,0.11264
519,98.1736,10.186,8.3415,0.069632,0.808992,0.008192,0.006112,0.053248,0.098336,0.098176,7.08563,0.113184
520,106.379,9.40039,8.72906,0.068352,0.808992,0.008096,0.005856,0.0536,0.098304,0.098336,7.47312,0.1144
521,99.3162,10.0688,8.33539,0.071616,0.804928,0.008192,0.006144,0.0544,0.096992,0.097472,7.08298,0.112672
522,105.166,9.50879,8.37632,0.069536,0.843872,0.008192,0.006144,0.053248,0.098304,0.098304,7.08381,0.114912
523,104.966,9.52686,9.05917,0.069568,0.871328,0.008192,0.006144,0.054944,0.096608,0.100352,7.46291,0.38912
524,98.9515,10.106,8.30515,0.070656,0.78848,0.008224,0.006112,0.053248,0.098336,0.09952,7.0664,0.114176
525,104.102,9.60596,8.3849,0.067968,0.864256,0.007328,0.00496,0.05328,0.097536,0.098976,7.07555,0.11504
526,107.949,9.26367,9.568,0.069632,0.812256,0.008352,0.005824,0.05216,0.098336,0.098272,8.30995,0.113216
