,fps,duration,cudaTotal,kernComputeIndices-836,thrust::sort_by_key-840,kernResetIntBuffer-846,kernResetIntBuffer-847,kernIdentifyCellStartEnd-850,kernUpdateVelNeighborSearchScattered-857,kernUpdatePos-862
avg_1024,17.267,57.9425,55.136,0.0689833,0.833857,0.00852722,0.00574209,0.0284857,54.0756,0.114821
max_1024,17.6211,106.527,56.5845,0.085888,2.43098,0.025536,0.020992,0.045568,54.5389,0.131136
min_1024,9.38726,56.75,54.636,0.066048,0.743392,0.006144,0.004064,0.02672,53.6422,0.11264
512,16.7962,59.5371,56.5845,0.06784,2.43098,0.008096,0.004192,0.028672,53.93,0.11472
513,17.4536,57.2949,54.9715,0.0696,0.841024,0.008032,0.004992,0.028672,53.9046,0.11456
514,17.4108,57.4355,55.0994,0.069024,0.793088,0.008096,0.004288,0.028672,54.0817,0.114592
515,17.3595,57.6055,55.1658,0.066464,0.784288,0.008192,0.005696,0.027072,54.1605,0.113536
516,17.224,58.0586,55.1444,0.069504,0.811104,0.008064,0.004256,0.02864,54.1082,0.114688
517,17.0781,58.5547,54.7614,0.067616,0.777696,0.008064,0.004768,0.02864,53.76,0.114592
518,17.3736,57.5586,54.7646,0.069408,0.767232,0.008352,0.004864,0.028032,53.772,0.114656
519,17.3707,57.5684,55.1465,0.068864,0.89296,0.008352,0.004704,0.032416,54.0245,0.114688
520,17.3377,57.6777,55.392,0.068864,0.881408,0.00816,0.005408,0.027392,54.2863,0.1144
521,17.5079,57.1172,54.7927,0.068256,0.770048,0.008192,0.005824,0.028128,53.7977,0.114528
522,17.2304,58.0371,55.054,0.069312,0.864032,0.006688,0.005824,0.028224,53.9656,0.1144
523,17.1754,58.2227,55.3429,0.069632,1.1056,0.008096,0.015808,0.027616,54.0017,0.114464
524,17.3707,57.5684,54.8762,0.069632,0.879776,0.008064,0.005024,0.028064,53.7723,0.113312
525,17.288,57.8438,55.3185,0.069088,0.850464,0.008192,0.005792,0.028416,54.2419,0.114688
526,17.316,57.75,54.9253,0.06896,0.885152,0.008064,0.00448,0.028288,53.8157,0.114688
527,17.4649,57.2578,54.9551,0.067584,0.796352,0.016704,0.006144,0.028672,53.925,0.11472
528,17.3495,57.6387,54.8742,0.067616,0.780384,0.008096,0.005792,0.028064,53.8707,0.113536
529,17.3695,57.5723,55.2501,0.067584,0.760896,0.008608,0.00464,0.028672,54.2638,0.115872
530,17.469,57.2441,54.8788,0.066048,0.761856,0.008192,0.004096,0.028672,53.8952,0.11472
531,17.2891,57.8398,54.9586,0.069248,0.844576,0.008192,0.005728,0.028096,53.8891,0.113664
532,17.2304,58.0371,55.124,0.077216,0.922208,0.008192,0.017568,0.027488,53.9581,0.113152
533,17.4339,57.3594,55.0712,0.068416,0.849568,0.008064,0.004576,0.028672,53.9968,0.115136
534,17.3008,57.8008,55.1752,0.06928,0.962944,0.00816,0.00416,0.028608,53.9874,0.114624
535,17.45,57.3066,55.0155,0.069664,0.851936,0.008192,0.006144,0.028032,53.9381,0.11344
536,17.3712,57.5664,55.0749,0.067296,0.81952,0.008096,0.004192,0.028672,54.0336,0.113504
537,17.4583,57.2793,55.0748,0.069312,0.83344,0.008608,0.005504,0.027264,54.016,0.114688
538,17.475,57.2246,54.9315,0.06896,0.78096,0.008192,0.0056,0.027168,53.927,0.1136
539,17.4393,57.3418,54.8707,0.06624,0.774112,0.008192,0.005504,0.027264,53.8764,0.112992
540,17.4102,57.4375,55.1332,0.069312,0.895296,0.008192,0.005536,0.027232,54.0129,0.114752
541,17.3318,57.6973,55.117,0.069632,0.786432,0.008096,0.005504,0.02736,54.1057,0.11424
542,17.478,57.2148,54.8982,0.067584,0.770048,0.008192,0.005408,0.02736,53.9052,0.114464
543,17.1014,58.4746,54.9944,0.06768,0.837248,0.008064,0.004608,0.028672,53.9331,0.11504
544,17.0803,58.5469,54.657,0.06944,0.776384,0.008192,0.005344,0.027424,53.6556,0.114624
545,17.4595,57.2754,55.0087,0.067584,0.770048,0.008192,0.005728,0.027136,54.0154,0.114624
546,17.3154,57.752,55.1878,0.068,0.825312,0.008192,0.004096,0.028672,54.1389,0.114688
547,17.3055,57.7852,54.9555,0.069344,0.780576,0.008192,0.005792,0.028032,53.9494,0.114144
548,17.2915,57.832,54.8085,0.06944,0.823008,0.008096,0.004672,0.028256,53.7604,0.114624
549,17.4595,57.2754,54.9311,0.069184,0.801216,0.008192,0.005792,0.026976,53.9047,0.115008
550,17.285,57.8535,54.986,0.068928,0.868064,0.007136,0.005824,0.028224,53.8939,0.113984
551,17.1112,58.4414,54.9131,0.073088,0.78096,0.00816,0.006144,0.028,53.902,0.11472
552,17.2932,57.8262,54.984,0.06912,0.887296,0.008192,0.005184,0.027584,53.8723,0.114336
553,17.4339,57.3594,55.2169,0.06832,0.86784,0.008064,0.004704,0.02864,54.1246,0.11472
554,17.4613,57.2695,54.8803,0.068672,0.78944,0.008192,0.005376,0.027392,53.8665,0.114688
555,17.4209,57.4023,55.1572,0.067968,0.796672,0.008192,0.005984,0.027904,54.1358,0.114656
556,17.478,57.2148,54.9219,0.068032,0.792512,0.008064,0.00448,0.028416,53.907,0.113408
557,17.4221,57.3984,55.1065,0.069664,0.782528,0.008064,0.004928,0.028672,54.0979,0.11472
558,17.2402,58.0039,54.9403,0.06816,0.75776,0.008192,0.005728,0.02704,53.9587,0.11472
559,17.6211,56.75,54.929,0.068064,0.786432,0.008192,0.005792,0.026976,53.9189,0.114624
560,16.9795,58.8945,54.9186,0.06864,0.786464,0.007104,0.005856,0.028,53.9082,0.114368
561,17.3807,57.5352,55.025,0.068736,0.801664,0.00816,0.005504,0.027328,53.9991,0.114528
562,17.4589,57.2773,54.8639,0.067616,0.855712,0.008096,0.0056,0.027584,53.7846,0.114688
563,17.2705,57.9023,54.8135,0.068384,0.804288,0.00672,0.006144,0.027904,53.7853,0.114688
564,17.4375,57.3477,54.9786,0.067584,0.918912,0.006784,0.006144,0.02816,53.8379,0.113088
565,17.3901,57.5039,55.1058,0.067872,0.79456,0.008192,0.005504,0.027264,54.0891,0.113248
566,17.4506,57.3047,54.9836,0.068512,0.8008,0.00816,0.005696,0.028128,53.9576,0.114688
567,17.4399,57.3398,54.8924,0.06944,0.869088,0.00816,0.00592,0.028,53.7957,0.116032
568,17.2437,57.9922,54.9534,0.069056,0.806848,0.008064,0.004896,0.027968,53.9205,0.116128
569,17.3736,57.5586,55.0113,0.068928,0.784064,0.007168,0.006144,0.028608,54.0017,0.114656
570,17.118,58.418,54.8368,0.069632,0.833056,0.008064,0.004736,0.02816,53.7781,0.11504
571,17.527,57.0547,55.0507,0.068064,0.782336,0.008192,0.005856,0.028032,54.0436,0.114688
572,17.3795,57.5391,55.036,0.068768,0.788608,0.008064,0.004864,0.028192,54.0228,0.114688
573,17.2938,57.8242,55.1943,0.079584,0.940384,0.008064,0.004832,0.028672,54.0193,0.113472
574,17.3878,57.5117,55.113,0.069344,0.861888,0.008128,0.004768,0.028256,54.0264,0.114208
575,9.38726,106.527,55.2076,0.069632,0.776192,0.008192,0.005696,0.027072,54.2058,0.11504
576,17.428,57.3789,54.9499,0.069632,0.835584,0.008192,0.005536,0.027232,53.889,0.114656
577,17.4696,57.2422,54.999,0.067584,0.864256,0.008192,0.005952,0.028,53.9121,0.11296
578,17.376,57.5508,54.8765,0.067616,0.780512,0.007904,0.004416,0.02848,53.8728,0.11472
579,17.5559,56.9609,54.7435,0.068032,0.780288,0.00816,0.005952,0.026816,53.7406,0.113568
580,17.4173,57.4141,55.0309,0.068896,0.821952,0.008032,0.004288,0.028608,53.9853,0.113792
581,17.4983,57.1484,54.9765,0.069344,0.825664,0.00816,0.005632,0.027136,53.9259,0.114688
582,17.4268,57.3828,54.9597,0.067584,0.775456,0.008032,0.004864,0.027904,53.9617,0.114176
583,17.302,57.7969,54.9569,0.068448,0.84992,0.00816,0.005504,0.027296,53.8844,0.113248
584,17.5824,56.875,54.8279,0.068288,0.776352,0.008192,0.004288,0.02848,53.8276,0.114688
585,17.1043,58.4648,55.3593,0.06768,1.03424,0.008192,0.016224,0.028608,54.0893,0.11504
586,17.202,58.1328,54.9889,0.069632,0.943968,0.008224,0.004224,0.028608,53.8209,0.113344
587,17.3453,57.6523,54.9864,0.068,0.899072,0.008192,0.006144,0.028224,53.8624,0.114368
588,17.295,57.8203,55.3288,0.068896,1.00957,0.00816,0.004928,0.038944,54.0836,0.114688
589,17.3266,57.7148,55.1122,0.084352,0.955456,0.008128,0.00512,0.02832,53.916,0.114784
590,17.4339,57.3594,55.0933,0.067584,0.880608,0.008032,0.004288,0.028544,53.9905,0.113696
591,17.323,57.7266,55.1857,0.067872,0.91264,0.008032,0.005024,0.028448,54.049,0.11472
592,17.4292,57.375,55.0147,0.067296,0.882976,0.008192,0.005376,0.027392,53.9092,0.114304
593,17.5055,57.125,54.8235,0.068096,0.785632,0.008032,0.005056,0.028544,53.8134,0.11472
594,16.8388,59.3867,55.1235,0.067616,0.870304,0.008096,0.0056,0.02736,54.0283,0.116256
