,fps,duration,cudaTotal,kernComputeIndices-836,thrust::sort_by_key-840,kernResetIntBuffer-846,kernResetIntBuffer-847,kernIdentifyCellStartEnd-850,kernUpdateVelNeighborSearchScattered-857,kernUpdatePos-862
avg_1024,561.263,1.81991,0.352334,0.00581009,0.241535,0.00521437,0.00489734,0.00530878,0.0842227,0.00534547
max_1024,743.646,3.56738,0.750208,0.022528,0.628768,0.015584,0.01568,0.020512,0.131072,0.014752
min_1024,280.318,1.34473,0.292864,0.004192,0.20672,0.004064,0.004064,0.00416,0.056064,0.004128
512,592.421,1.68799,0.337664,0.006112,0.249056,0.004864,0.00416,0.005856,0.06176,0.005856
513,404.903,2.46973,0.315392,0.006144,0.228832,0.00464,0.004096,0.006144,0.061152,0.004384
514,558.876,1.78931,0.305536,0.0048,0.220192,0.004704,0.00448,0.005568,0.059968,0.005824
515,614.784,1.62659,0.303104,0.006144,0.216448,0.004736,0.004096,0.006144,0.060896,0.00464
516,550.982,1.81494,0.341952,0.006112,0.251936,0.006144,0.005472,0.004768,0.06144,0.00608
517,381.894,2.61853,0.324192,0.004768,0.235296,0.00432,0.005408,0.004832,0.06352,0.006048
518,617.844,1.61853,0.303008,0.004992,0.212992,0.006144,0.004096,0.005984,0.063488,0.005312
519,647.589,1.54419,0.325632,0.006112,0.235584,0.0056,0.004608,0.005408,0.063584,0.004736
520,500.55,1.9978,0.325632,0.005728,0.239296,0.004832,0.005568,0.004672,0.059424,0.006112
521,441.047,2.26733,0.311296,0.005728,0.227008,0.004832,0.004096,0.006048,0.05744,0.006144
522,609.524,1.64062,0.309568,0.00512,0.223008,0.005536,0.004928,0.005248,0.060288,0.00544
523,557.696,1.79309,0.313248,0.005728,0.227936,0.004096,0.005408,0.004832,0.059392,0.005856
524,482.99,2.07043,0.306752,0.005824,0.219712,0.006112,0.005152,0.005088,0.059392,0.005472
525,554.45,1.80359,0.306912,0.005696,0.219456,0.004384,0.005312,0.004928,0.06144,0.005696
526,564.343,1.77197,0.309344,0.005728,0.219136,0.00464,0.005856,0.004416,0.063456,0.006112
527,554.075,1.80481,0.317536,0.005728,0.22784,0.00544,0.0048,0.005376,0.062208,0.006144
528,362.51,2.75854,0.340064,0.006112,0.249632,0.004448,0.00528,0.00496,0.064544,0.005088
