,fps,duration,cudaTotal,kernComputeIndices-905,thrust::sort_by_key-909,kernResetIntBuffer-915,kernResetIntBuffer-916,kernIdentifyCellStartEnd-919,kernReshuffle-925,kernReshuffle-926,kernUpdateVelNeighborSearchCoherent-929,kernUpdatePos-934
avg_1024,181.773,5.52763,3.54852,0.0263855,0.440994,0.00821406,0.00569294,0.0109301,0.0331871,0.0358805,2.95079,0.0364503
max_1024,206.015,8.31689,5.55789,0.131072,2.50506,0.023616,0.018432,0.02704,0.0592,0.049504,3.14966,0.05376
min_1024,120.237,4.854,3.4128,0.024576,0.37376,0.006592,0.004128,0.009888,0.031264,0.034592,2.85488,0.034848
512,196.545,5.08789,3.47907,0.026112,0.38512,0.00816,0.004832,0.011488,0.032896,0.03552,2.9385,0.036448
513,181.007,5.52466,3.48438,0.025312,0.384352,0.00832,0.00464,0.01168,0.032672,0.03552,2.94659,0.035296
514,199.863,5.00342,3.50886,0.025248,0.415744,0.008192,0.005984,0.01152,0.033472,0.036448,2.93542,0.036832
515,199.523,5.01196,3.4809,0.026304,0.37952,0.008192,0.005952,0.010432,0.032768,0.034816,2.94646,0.036448
516,183.266,5.45654,3.48064,0.02672,0.39312,0.009568,0.004768,0.011488,0.0328,0.035616,2.93027,0.036288
517,184.123,5.43115,3.48618,0.0256,0.38912,0.008192,0.005728,0.010656,0.03392,0.035616,2.94102,0.03632
518,192.264,5.20117,3.4912,0.026656,0.404608,0.008096,0.005088,0.011264,0.033024,0.035552,2.93069,0.036224
519,196.479,5.0896,3.47955,0.02608,0.3856,0.00816,0.00576,0.010656,0.032736,0.034816,2.93888,0.036864
520,175.013,5.71387,3.55686,0.026624,0.439648,0.00816,0.0048,0.011456,0.032992,0.036576,2.96026,0.036352
521,168.117,5.94824,3.56387,0.025984,0.445376,0.008192,0.005728,0.010656,0.032768,0.034848,2.96445,0.035872
522,153.471,6.51587,3.73146,0.042496,0.626944,0.008128,0.016,0.010944,0.032768,0.035904,2.92256,0.035712
523,185.398,5.3938,3.61267,0.026624,0.512,0.008192,0.00576,0.010624,0.032544,0.035072,2.9463,0.035552
524,161.4,6.1958,3.58426,0.025472,0.454656,0.021728,0.005952,0.010688,0.033216,0.036096,2.9599,0.036544
525,177.094,5.64673,3.5664,0.025376,0.477184,0.008192,0.005952,0.011488,0.033536,0.04528,2.9225,0.036896
526,183.521,5.44897,3.49888,0.025472,0.4112,0.008128,0.004608,0.011616,0.033216,0.035072,2.9327,0.036864
527,192.129,5.20483,3.49798,0.026432,0.424128,0.008192,0.00592,0.010464,0.032768,0.034816,2.91981,0.035456
528,176.498,5.66577,3.51056,0.026496,0.412096,0.00816,0.005888,0.010496,0.033984,0.035648,2.94096,0.036832
529,197.369,5.06665,3.50541,0.026624,0.41984,0.008192,0.00608,0.010304,0.033888,0.0352,2.92896,0.03632
530,185.105,5.40234,3.54512,0.026624,0.43216,0.00816,0.006144,0.01024,0.0592,0.04288,2.92442,0.035296
531,197.769,5.0564,3.49904,0.026624,0.399136,0.00816,0.005536,0.010752,0.032736,0.0352,2.94486,0.036032
532,177.716,5.62695,3.50413,0.026624,0.405344,0.00816,0.005536,0.01072,0.032512,0.035392,2.94426,0.035584
533,177.616,5.63013,3.57494,0.026528,0.464864,0.007456,0.00496,0.010304,0.034112,0.035072,2.94131,0.050336
534,188.504,5.30493,3.48624,0.026208,0.389984,0.008096,0.005536,0.01104,0.0328,0.036576,2.93914,0.036864
535,192.102,5.20557,3.52051,0.026624,0.396352,0.008128,0.00512,0.01024,0.033824,0.03536,2.95981,0.045056
536,175.794,5.68848,3.61472,0.026656,0.501056,0.021152,0.006144,0.022528,0.039968,0.035808,2.9264,0.035008
537,166.193,6.01709,3.47302,0.026304,0.391488,0.008192,0.005856,0.010528,0.032768,0.034816,2.92659,0.03648
538,181.311,5.51538,3.56557,0.026624,0.45616,0.006688,0.006144,0.01024,0.032768,0.03632,2.9551,0.03552
539,140.64,7.11035,3.61242,0.026624,0.514048,0.008192,0.006144,0.010272,0.032736,0.034944,2.94285,0.036608
540,191,5.2356,3.47712,0.026624,0.402752,0.008128,0.004864,0.011488,0.032704,0.035712,2.91837,0.03648
541,196.828,5.08057,3.47722,0.026016,0.395392,0.008192,0.004736,0.01152,0.033024,0.03536,2.92643,0.036544
542,159.247,6.27954,3.54794,0.025376,0.45056,0.008192,0.005664,0.010688,0.0408,0.036352,2.93453,0.035776
543,171.539,5.82959,3.49469,0.02544,0.406624,0.008128,0.004928,0.010304,0.032768,0.03584,2.93376,0.036896
544,187.64,5.32935,3.52198,0.026656,0.444384,0.007904,0.005536,0.010688,0.033216,0.036032,2.92128,0.036288
