,fps,duration,cudaTotal,kernUpdateVelocityBruteForce-802,kernUpdatePos-803
avg_1024,551.523,1.88046,0.33744,0.332129,0.0053105
max_1024,783.324,6.01562,0.613856,0.608256,0.02048
min_1024,166.234,1.27661,0.28672,0.282624,0.004096
512,512.032,1.953,0.28912,0.283616,0.005504
513,462.094,2.16406,0.29024,0.284672,0.005568
514,658.574,1.51843,0.288928,0.284096,0.004832
515,602.574,1.65955,0.289088,0.284,0.005088
516,497.57,2.00977,0.290368,0.284672,0.005696
517,358.983,2.78564,0.289248,0.283104,0.006144
518,490.099,2.04041,0.291712,0.286656,0.005056
519,530.673,1.8844,0.288768,0.284064,0.004704
520,431.68,2.31653,0.288768,0.284064,0.004704
521,594.571,1.68188,0.288864,0.283968,0.004896
522,621.595,1.60876,0.289152,0.283552,0.0056
523,598.918,1.66968,0.289952,0.284672,0.00528
524,468.945,2.13245,0.288992,0.283936,0.005056
525,576.536,1.7345,0.288768,0.284,0.004768
526,626.875,1.59521,0.290016,0.284672,0.005344
527,473.061,2.11389,0.289184,0.28304,0.006144
528,537.78,1.8595,0.288864,0.283936,0.004928
529,568.1,1.76025,0.301024,0.284128,0.016896
530,610.432,1.63818,0.289792,0.28464,0.005152
531,553.401,1.80701,0.289856,0.28464,0.005216
532,565.941,1.76697,0.289056,0.284,0.005056
533,578.49,1.72864,0.290048,0.284672,0.005376
534,590.074,1.6947,0.289984,0.284672,0.005312
535,555.691,1.79956,0.28928,0.2832,0.00608
536,464.057,2.15491,0.290048,0.284672,0.005376
537,607.58,1.64587,0.289184,0.283552,0.005632
538,662.515,1.5094,0.289088,0.283232,0.005856
539,552.692,1.80933,0.289024,0.283904,0.00512
540,472.952,2.11438,0.289184,0.283424,0.00576
541,629.669,1.58813,0.290112,0.284672,0.00544
542,607.805,1.64526,0.289984,0.284672,0.005312
543,466.462,2.1438,0.289152,0.284064,0.005088
544,528.482,1.89221,0.289984,0.284672,0.005312
545,475.781,2.10181,0.289088,0.283968,0.00512
546,511.616,1.95459,0.289472,0.283328,0.006144
547,468.141,2.13611,0.288768,0.284288,0.00448
548,624.962,1.6001,0.289152,0.283168,0.005984
549,600.366,1.66565,0.288768,0.284256,0.004512
550,529.609,1.88818,0.290304,0.284416,0.005888
551,482.251,2.07361,0.565312,0.559328,0.005984
552,482.848,2.07104,0.290208,0.284672,0.005536
553,607.22,1.64685,0.288768,0.284096,0.004672
554,476.002,2.10083,0.28672,0.282624,0.004096
555,608.482,1.64343,0.287456,0.283328,0.004128
556,686.442,1.45679,0.288768,0.284448,0.00432
557,637.957,1.5675,0.288768,0.284576,0.004192
558,552.319,1.81055,0.288896,0.284128,0.004768
559,545.225,1.83411,0.565024,0.559104,0.00592
560,596.042,1.67773,0.291008,0.284992,0.006016
561,578.286,1.72925,0.288768,0.284128,0.00464
562,605.559,1.65137,0.288864,0.28448,0.004384
563,619.199,1.61499,0.288928,0.283104,0.005824
564,654.104,1.52881,0.289216,0.283584,0.005632
565,694.708,1.43945,0.28896,0.283392,0.005568
566,638.703,1.56567,0.289248,0.28336,0.005888
567,624.152,1.60217,0.289088,0.284,0.005088
568,620.23,1.6123,0.289216,0.283232,0.005984
569,497.389,2.0105,0.289792,0.284608,0.005184
570,685.925,1.45789,0.289952,0.284576,0.005376
571,520.623,1.92078,0.288768,0.284096,0.004672
572,632.05,1.58215,0.288832,0.284448,0.004384
573,665.529,1.50256,0.290784,0.284672,0.006112
574,697.37,1.43396,0.289216,0.28304,0.006176
575,550.057,1.81799,0.290048,0.284672,0.005376
576,509.104,1.96423,0.565312,0.559808,0.005504
577,638.056,1.56726,0.288768,0.284448,0.00432
578,478.728,2.08887,0.288768,0.284192,0.004576
579,400.94,2.49414,0.2888,0.284192,0.004608
580,637.014,1.56982,0.288992,0.284,0.004992
581,594.657,1.68164,0.289056,0.283968,0.005088
582,562.367,1.7782,0.289248,0.283424,0.005824
583,484.418,2.06433,0.289984,0.284672,0.005312
584,556.031,1.79846,0.289216,0.283328,0.005888
585,595.306,1.67981,0.289088,0.284,0.005088
586,562.869,1.77661,0.289184,0.283328,0.005856
587,539.089,1.85498,0.288768,0.284448,0.00432
588,676.969,1.47717,0.288768,0.284256,0.004512
589,650.675,1.53687,0.289952,0.284672,0.00528
590,486.288,2.0564,0.289952,0.284672,0.00528
591,462.773,2.16089,0.56608,0.560064,0.006016
592,484.963,2.06201,0.567008,0.561152,0.005856
593,559.792,1.78638,0.289152,0.284096,0.005056
594,514.411,1.94397,0.288768,0.284096,0.004672
595,454.404,2.20068,0.2888,0.284032,0.004768
596,461.313,2.16772,0.289216,0.2832,0.006016
597,467.287,2.14001,0.288992,0.283968,0.005024
598,645.192,1.54993,0.289888,0.284608,0.00528
599,616.172,1.62292,0.289184,0.284064,0.00512
600,547.923,1.82507,0.289152,0.284128,0.005024
601,498.661,2.00537,0.290016,0.284672,0.005344
602,619.386,1.6145,0.289056,0.283104,0.005952
603,539.196,1.85461,0.2888,0.283968,0.004832
604,635.729,1.573,0.28912,0.283488,0.005632
605,487.068,2.0531,0.290144,0.284672,0.005472
606,625.63,1.59839,0.289184,0.283104,0.00608
607,655.622,1.52527,0.288768,0.28448,0.004288
608,653.791,1.52954,0.288768,0.284096,0.004672
609,504.402,1.98254,0.289152,0.28336,0.005792
610,681.928,1.46643,0.288864,0.28448,0.004384
611,657.095,1.52185,0.288768,0.284096,0.004672
612,466.488,2.14368,0.288832,0.284448,0.004384
613,520.722,1.92041,0.288928,0.284544,0.004384
614,513.09,1.94897,0.565568,0.559456,0.006112
615,507.968,1.96863,0.565568,0.559424,0.006144
616,497.964,2.00818,0.565568,0.559648,0.00592
617,440.004,2.27271,0.565248,0.560736,0.004512
618,540.548,1.84998,0.565248,0.560448,0.0048
619,555.089,1.80151,0.565248,0.56048,0.004768
620,351.996,2.84094,0.589824,0.571392,0.018432
621,561.904,1.77966,0.28928,0.283264,0.006016
622,689.388,1.45056,0.289088,0.28352,0.005568
623,587.83,1.70117,0.288896,0.284064,0.004832
624,486.692,2.05469,0.28992,0.284672,0.005248
625,595.738,1.67859,0.28912,0.283168,0.005952
626,739.15,1.35291,0.290112,0.284672,0.00544
627,567.51,1.76208,0.289472,0.283648,0.005824
628,360.23,2.776,0.288768,0.284288,0.00448
629,600.19,1.66614,0.288928,0.28288,0.006048
630,525.701,1.90222,0.289088,0.283968,0.00512
631,374.594,2.66956,0.28912,0.283456,0.005664
632,657.042,1.52197,0.289376,0.283232,0.006144
633,726.434,1.37659,0.289248,0.283136,0.006112
634,647.999,1.54321,0.289088,0.282976,0.006112
635,561.096,1.78223,0.289216,0.283648,0.005568
636,562.328,1.77832,0.28896,0.28336,0.0056
637,535.04,1.86902,0.29008,0.284672,0.005408
638,529.986,1.88684,0.289152,0.283456,0.005696
639,566.646,1.76477,0.288768,0.28432,0.004448
640,504.931,1.98047,0.565248,0.560352,0.004896
641,660.698,1.51355,0.288704,0.282976,0.005728
642,619.339,1.61462,0.289792,0.284512,0.00528
643,599.181,1.66895,0.290368,0.284672,0.005696
644,651.399,1.53516,0.288768,0.283872,0.004896
645,674.461,1.48267,0.288864,0.283936,0.004928
646,512.673,1.95056,0.289952,0.284672,0.00528
647,538.133,1.85828,0.2888,0.284416,0.004384
648,518.251,1.92957,0.565312,0.560928,0.004384
649,591.566,1.69043,0.289376,0.283296,0.00608
650,666.179,1.5011,0.288768,0.28448,0.004288
651,554.488,1.80347,0.289024,0.283936,0.005088
652,580.993,1.72119,0.289184,0.283104,0.00608
653,679.89,1.47083,0.288736,0.282624,0.006112
654,686.787,1.45605,0.289152,0.283072,0.00608
655,461.99,2.16455,0.289248,0.283488,0.00576
656,565.199,1.76929,0.288768,0.282976,0.005792
657,710.248,1.40796,0.29008,0.284672,0.005408
658,726.241,1.37695,0.288768,0.283648,0.00512
659,551.056,1.8147,0.288768,0.284064,0.004704
660,523.752,1.9093,0.566656,0.561152,0.005504
661,656.989,1.52209,0.288992,0.283456,0.005536
662,674.017,1.48364,0.289024,0.28288,0.006144
663,612.532,1.63257,0.289088,0.284096,0.004992
664,443.146,2.25659,0.289152,0.28304,0.006112
665,589.947,1.69507,0.28896,0.284064,0.004896
666,679.834,1.47095,0.288992,0.283936,0.005056
667,550.168,1.81763,0.289312,0.283424,0.005888
668,484.504,2.06396,0.565504,0.559584,0.00592
669,638.106,1.56714,0.2888,0.283552,0.005248
670,695.298,1.43823,0.288896,0.284192,0.004704
671,610.069,1.63916,0.288768,0.284096,0.004672
672,405.745,2.4646,0.288768,0.284128,0.00464
673,562.328,1.77832,0.289088,0.284096,0.004992
674,605.201,1.65234,0.289984,0.284672,0.005312
675,456.786,2.18921,0.28928,0.28336,0.00592
676,690.958,1.44727,0.288768,0.283936,0.004832
677,614.738,1.62671,0.288768,0.284192,0.004576
678,622.303,1.60693,0.288768,0.283936,0.004832
679,518.941,1.927,0.28912,0.283392,0.005728
680,542.804,1.84229,0.565248,0.560512,0.004736
681,519.401,1.92529,0.566272,0.56128,0.004992
682,494.865,2.02075,0.575488,0.560992,0.014496
683,491.186,2.03589,0.582112,0.576224,0.005888
684,532.294,1.87866,0.581632,0.577344,0.004288
685,576.495,1.73462,0.581248,0.575936,0.005312
686,487.097,2.05298,0.583936,0.577792,0.006144
687,500.183,1.99927,0.581824,0.5768,0.005024
688,575.443,1.73779,0.581632,0.5768,0.004832
689,534.586,1.87061,0.584896,0.5792,0.005696
690,489.308,2.0437,0.5848,0.579584,0.005216
691,553.738,1.80591,0.582912,0.577536,0.005376
692,572.787,1.74585,0.582464,0.577664,0.0048
693,529.336,1.88916,0.58368,0.579072,0.004608
694,443.002,2.25732,0.580224,0.576128,0.004096
695,589.013,1.69775,0.581664,0.576288,0.005376
696,580.746,1.72192,0.581344,0.575712,0.005632
697,380.882,2.62549,0.587808,0.581696,0.006112
698,511.169,1.9563,0.566432,0.56112,0.005312
699,609.524,1.64062,0.288448,0.28272,0.005728
700,642.006,1.55762,0.289184,0.284416,0.004768
701,524.859,1.90527,0.289312,0.283552,0.00576
702,669.062,1.49463,0.28912,0.283072,0.006048
703,597.172,1.67456,0.289216,0.283616,0.0056
704,734.182,1.36206,0.290048,0.284128,0.00592
705,482.734,2.07153,0.290208,0.284672,0.005536
706,415.669,2.40576,0.289088,0.28336,0.005728
707,622.871,1.60547,0.288864,0.284224,0.00464
708,591.224,1.69141,0.289344,0.283296,0.006048
709,475.119,2.10474,0.289184,0.283328,0.005856
710,561.711,1.78027,0.289152,0.283104,0.006048
711,627.932,1.59253,0.289216,0.283072,0.006144
712,537.11,1.86182,0.288992,0.284,0.004992
713,509.326,1.96338,0.288768,0.28432,0.004448
714,631.028,1.58472,0.28912,0.284,0.00512
715,600.498,1.66528,0.290016,0.284672,0.005344
716,592.764,1.68701,0.288768,0.284384,0.004384
717,518.744,1.92773,0.28896,0.283968,0.004992
718,600.498,1.66528,0.288768,0.284352,0.004416
719,659.475,1.51636,0.28912,0.284192,0.004928
720,650.159,1.53809,0.288928,0.283936,0.004992
721,498.6,2.00562,0.289248,0.283264,0.005984
722,640.3,1.56177,0.289376,0.283232,0.006144
723,655.78,1.5249,0.29008,0.284672,0.005408
724,531.465,1.88159,0.289216,0.28336,0.005856
725,412.031,2.427,0.28912,0.284064,0.005056
726,640.901,1.5603,0.289152,0.284032,0.00512
727,689.911,1.44946,0.288768,0.284224,0.004544
728,619.949,1.61304,0.28912,0.283008,0.006112
729,626.3,1.59668,0.28912,0.284032,0.005088
730,604.843,1.65332,0.288768,0.28464,0.004128
731,647.077,1.54541,0.288768,0.284224,0.004544
732,646.975,1.54565,0.289184,0.28304,0.006144
733,454.303,2.20117,0.29008,0.284672,0.005408
734,600.322,1.66577,0.289856,0.284672,0.005184
735,577.634,1.7312,0.28896,0.284064,0.004896
736,703.78,1.4209,0.288768,0.284224,0.004544
737,487.503,2.05127,0.2888,0.283968,0.004832
738,519.007,1.92676,0.565248,0.560128,0.00512
739,448.385,2.23022,0.565632,0.56112,0.004512
740,332.927,3.00366,0.2888,0.284064,0.004736
741,630.251,1.58667,0.289152,0.28352,0.005632
742,540.655,1.84961,0.289184,0.28352,0.005664
743,617.705,1.6189,0.288768,0.28448,0.004288
744,458.012,2.18335,0.288768,0.28416,0.004608
745,760.773,1.31445,0.2888,0.284288,0.004512
746,695.18,1.43848,0.288704,0.282624,0.00608
747,658.627,1.51831,0.289952,0.284672,0.00528
748,438.356,2.28125,0.289216,0.28336,0.005856
749,607.445,1.64624,0.288768,0.283904,0.004864
750,487.155,2.05273,0.290176,0.284256,0.00592
751,537.815,1.85938,0.289216,0.283488,0.005728
752,411.493,2.43018,0.289184,0.28352,0.005664
753,670.816,1.49072,0.290144,0.284672,0.005472
754,688.751,1.4519,0.288768,0.284352,0.004416
755,500.733,1.99707,0.288768,0.284256,0.004512
756,577.797,1.73071,0.29024,0.284672,0.005568
757,609.705,1.64014,0.28912,0.283616,0.005504
758,588.76,1.69849,0.288704,0.283008,0.005696
759,441.522,2.26489,0.28912,0.283296,0.005824
760,487.968,2.04932,0.582528,0.576384,0.006144
761,528.243,1.89307,0.582944,0.577536,0.005408
762,552.692,1.80933,0.584928,0.579584,0.005344
763,513.605,1.94702,0.289152,0.283584,0.005568
764,504.993,1.98022,0.5832,0.577568,0.005632
765,522.516,1.91382,0.582528,0.577824,0.004704
766,456.837,2.18896,0.588928,0.581632,0.007296
767,467.847,2.13745,0.5832,0.577536,0.005664
768,568.968,1.75757,0.582816,0.577536,0.00528
769,461.469,2.16699,0.581632,0.57712,0.004512
770,499.147,2.00342,0.58368,0.579456,0.004224
771,547.228,1.82739,0.581824,0.575744,0.00608
772,579.924,1.72437,0.581632,0.5768,0.004832
773,303.497,3.29492,0.613856,0.608256,0.0056
774,783.324,1.27661,0.289952,0.284672,0.00528
775,618.357,1.61719,0.2888,0.283968,0.004832
776,635.137,1.57446,0.289024,0.284,0.005024
777,493.911,2.02466,0.288768,0.284192,0.004576
778,674.017,1.48364,0.28912,0.28304,0.00608
