,fps,duration,cudaTotal,kernComputeIndices-836,thrust::sort_by_key-840,kernResetIntBuffer-846,kernResetIntBuffer-847,kernIdentifyCellStartEnd-850,kernUpdateVelNeighborSearchScattered-857,kernUpdatePos-862
avg_1024,254.538,3.9523,2.16397,0.0165253,0.394233,0.00699706,0.00496341,0.00810416,1.71633,0.0168215
max_1024,298.151,5.38477,3.55478,0.03328,1.76333,0.024576,0.0184,0.019968,1.81667,0.0312
min_1024,185.709,3.354,2.00906,0.014784,0.3376,0.006144,0.004064,0.006624,1.59731,0.016224
512,274.992,3.63647,2.05139,0.016384,0.358208,0.006336,0.004096,0.008192,1.64147,0.016704
513,261.491,3.82422,2.06282,0.016448,0.38912,0.00688,0.00416,0.008192,1.62109,0.016928
514,271.852,3.67847,2.05136,0.016384,0.3584,0.007648,0.00464,0.008192,1.6384,0.017696
515,253.544,3.94409,2.04582,0.016384,0.35536,0.006912,0.00432,0.008192,1.63779,0.016864
516,235.146,4.25269,2.06234,0.016384,0.3768,0.006176,0.005824,0.008,1.63277,0.016384
517,265.957,3.76001,2.0439,0.016384,0.36864,0.007296,0.004864,0.008,1.62208,0.01664
518,289.184,3.45801,2.044,0.01536,0.352256,0.00736,0.004864,0.008032,1.63866,0.017472
519,288.086,3.47119,2.04224,0.01616,0.362368,0.006912,0.004064,0.008192,1.62781,0.016736
520,287.177,3.48218,2.03846,0.016256,0.35472,0.00816,0.00608,0.008096,1.62877,0.016384
521,243.722,4.10303,2.46989,0.016384,0.782048,0.007552,0.004864,0.007968,1.6343,0.016768
522,282.912,3.53467,2.05421,0.016576,0.376832,0.006144,0.005632,0.008,1.62461,0.016416
523,286.935,3.48511,2.03162,0.016384,0.363552,0.00704,0.004192,0.008192,1.61558,0.016672
524,283.264,3.53027,2.03014,0.016416,0.368352,0.006912,0.004192,0.008192,1.6095,0.016576
525,280.337,3.56714,2.03782,0.016928,0.354432,0.007712,0.004576,0.008192,1.62934,0.01664
526,282.756,3.53662,2.03386,0.016352,0.364928,0.006784,0.004096,0.008192,1.6159,0.0176
527,295.548,3.38354,2.03206,0.014784,0.358368,0.006176,0.005696,0.008032,1.62262,0.016384
528,278.602,3.58936,2.04368,0.016384,0.370688,0.007808,0.00448,0.008192,1.61958,0.016544
529,249.589,4.00659,2.03702,0.016416,0.366592,0.00736,0.004864,0.008,1.6161,0.017696
530,254.711,3.92603,2.1185,0.016544,0.447168,0.007904,0.004384,0.008192,1.61792,0.016384
