,fps,duration,cudaTotal,kernComputeIndices-836,thrust::sort_by_key-840,kernResetIntBuffer-846,kernResetIntBuffer-847,kernIdentifyCellStartEnd-850,kernUpdateVelNeighborSearchScattered-857,kernUpdatePos-862
avg_1024,524.977,1.98295,0.242965,0.00580259,0.195649,0.00544838,0.00487584,0.00546,0.0204437,0.00528481
max_1024,781.232,4.03479,0.710688,0.009728,0.663744,0.020544,0.007424,0.02048,0.03696,0.014176
min_1024,247.844,1.28003,0.173984,0.004096,0.126752,0.004064,0.004064,0.004256,0.018464,0.004192
512,386.47,2.58752,0.27232,0.006176,0.225088,0.005536,0.004832,0.00528,0.019328,0.00608
513,394.017,2.53796,0.189504,0.005952,0.141152,0.005504,0.005088,0.005568,0.02032,0.00592
514,483.589,2.06787,0.187808,0.005952,0.141312,0.00432,0.005536,0.004672,0.02048,0.005536
515,409.866,2.43982,0.282656,0.005888,0.235776,0.0056,0.00464,0.0056,0.020576,0.004576
516,420.534,2.37793,0.206016,0.006144,0.158752,0.005088,0.005312,0.004928,0.02048,0.005312
517,474.074,2.10938,0.211584,0.006752,0.163648,0.004544,0.005792,0.004448,0.02048,0.00592
518,380.369,2.62903,0.653248,0.006144,0.605376,0.0048,0.006272,0.005312,0.019296,0.006048
519,395.443,2.52881,0.440032,0.005856,0.39296,0.00464,0.005728,0.004512,0.02048,0.005856
520,349.682,2.85974,0.28976,0.006272,0.242496,0.005536,0.004736,0.005408,0.020192,0.00512
521,469.563,2.12964,0.192256,0.004864,0.145408,0.006112,0.004128,0.006048,0.020512,0.005184
522,445.993,2.24219,0.18544,0.005824,0.138976,0.004736,0.004096,0.006144,0.020288,0.005376
523,361.71,2.76465,0.229728,0.005024,0.183616,0.004832,0.005504,0.004704,0.02048,0.005568
524,486.403,2.05591,0.203008,0.005664,0.156288,0.005536,0.004832,0.004288,0.02048,0.00592
525,501.408,1.99438,0.192512,0.005792,0.14576,0.005952,0.004288,0.005856,0.02048,0.004384
526,291.925,3.42554,0.253984,0.006144,0.206176,0.004768,0.00576,0.0056,0.01936,0.006176
527,595.435,1.67944,0.23696,0.00576,0.18896,0.00608,0.005216,0.005088,0.02048,0.005376
528,520.623,1.92078,0.187424,0.006144,0.140352,0.005056,0.00528,0.00496,0.020448,0.005184
529,395.5,2.52844,0.271648,0.006144,0.212384,0.004704,0.005632,0.016896,0.02048,0.005408
530,466.329,2.14441,0.449536,0.0064,0.401376,0.004896,0.006144,0.00528,0.019296,0.006144
531,444.083,2.25183,0.43312,0.007136,0.384448,0.004672,0.005696,0.004544,0.02048,0.006144
532,401.569,2.49023,0.585696,0.00832,0.536672,0.004448,0.005792,0.004448,0.02048,0.005536
533,392.619,2.547,0.222464,0.006144,0.174112,0.006112,0.004096,0.006144,0.02048,0.005376
534,506.21,1.97546,0.193568,0.00512,0.147456,0.005984,0.004256,0.005856,0.020064,0.004832
535,472.897,2.11462,0.2376,0.005568,0.19056,0.004608,0.005856,0.004384,0.02048,0.006144
536,388.504,2.57397,0.4608,0.005888,0.413792,0.005536,0.004832,0.00528,0.020576,0.004896
537,566.059,1.7666,0.2048,0.006144,0.157728,0.00608,0.004128,0.006048,0.020224,0.004448
538,403.289,2.47961,0.219328,0.005888,0.172512,0.005888,0.00432,0.005824,0.020192,0.004704
539,410.174,2.43799,0.462816,0.00624,0.415072,0.004736,0.005632,0.004608,0.02048,0.006048
540,333.659,2.99707,0.239456,0.005792,0.19248,0.005056,0.005312,0.004928,0.02048,0.005408
541,402.397,2.48511,0.219616,0.004864,0.17344,0.004736,0.005472,0.004832,0.020416,0.005856
542,518.415,1.92896,0.204064,0.006144,0.157184,0.004608,0.00512,0.00512,0.02048,0.005408
543,460.354,2.17224,0.191776,0.006144,0.143392,0.006112,0.004096,0.006144,0.02048,0.005408
544,468.302,2.13538,0.260704,0.004736,0.214848,0.005504,0.004832,0.00528,0.019392,0.006112
545,446.431,2.23999,0.191872,0.006144,0.144512,0.004992,0.005376,0.004864,0.02048,0.005504
546,487.851,2.0498,0.234912,0.007712,0.186144,0.0048,0.005664,0.004576,0.02048,0.005536
547,247.844,4.03479,0.28032,0.006144,0.233088,0.005536,0.004832,0.004352,0.02048,0.005888
548,465.613,2.14771,0.231072,0.004672,0.18432,0.006144,0.004096,0.006144,0.02032,0.005376
549,295.388,3.38538,0.2456,0.005696,0.197536,0.006144,0.004096,0.006144,0.02048,0.005504
550,560.328,1.78467,0.196672,0.005472,0.15024,0.005632,0.004608,0.005536,0.020192,0.004992
551,429.35,2.3291,0.190016,0.006368,0.140608,0.0048,0.005568,0.004672,0.02048,0.00752
552,429.463,2.32849,0.217888,0.004896,0.172032,0.00608,0.00416,0.00592,0.020288,0.004512
553,318.284,3.14185,0.328736,0.00608,0.280576,0.006144,0.004096,0.006144,0.02048,0.005216
554,480.272,2.08215,0.291648,0.004928,0.24576,0.005696,0.004544,0.005536,0.02048,0.004704
555,397.13,2.51807,0.24032,0.005024,0.194016,0.00464,0.005728,0.004512,0.02048,0.00592
556,356.468,2.8053,0.461408,0.008128,0.41232,0.0056,0.00464,0.005472,0.020288,0.00496
557,493.286,2.02722,0.198368,0.006144,0.150912,0.004736,0.005728,0.004512,0.02048,0.005856
558,485.279,2.06067,0.233536,0.005888,0.186368,0.005088,0.005408,0.004832,0.02048,0.005472
559,281.87,3.54773,0.477024,0.006144,0.42976,0.004416,0.0056,0.00464,0.02048,0.005984
560,524.456,1.90674,0.247808,0.0048,0.201664,0.005056,0.00528,0.004992,0.020448,0.005568
561,428.676,2.33276,0.262176,0.005952,0.215232,0.005984,0.004256,0.005856,0.020224,0.004672
562,351.543,2.8446,0.463712,0.007008,0.415424,0.005504,0.005056,0.00576,0.020512,0.004448
563,405.645,2.46521,0.555104,0.007904,0.506176,0.005632,0.004576,0.005824,0.020608,0.004384
564,536.547,1.86377,0.186368,0.006144,0.139264,0.005504,0.004736,0.005408,0.02032,0.004992
565,464.979,2.15063,0.1904,0.0056,0.143488,0.004896,0.005472,0.004768,0.02048,0.005696
566,349.116,2.86438,0.3072,0.006144,0.251904,0.005504,0.004736,0.005376,0.028704,0.004832
567,368.976,2.71021,0.190464,0.006144,0.14336,0.005536,0.004704,0.005408,0.020352,0.00496
568,465.746,2.14709,0.224544,0.006144,0.177248,0.005024,0.005312,0.004928,0.02048,0.005408
569,356.143,2.80786,0.32224,0.0048,0.247744,0.020544,0.005568,0.004672,0.032768,0.006144
570,507.527,1.97034,0.446528,0.00656,0.393248,0.00608,0.00528,0.005024,0.024576,0.00576
571,405.786,2.46436,0.669248,0.006144,0.616448,0.006144,0.006144,0.007776,0.02064,0.005952
572,399.337,2.50415,0.53968,0.008192,0.489472,0.005952,0.004288,0.00592,0.020448,0.005408
573,404.663,2.47119,0.44032,0.005984,0.393344,0.005504,0.004768,0.005376,0.020544,0.0048
574,515.707,1.93909,0.196192,0.006464,0.148576,0.004928,0.004192,0.006144,0.02048,0.005408
575,408.355,2.44885,0.260512,0.00464,0.214624,0.005536,0.004832,0.004352,0.020416,0.006112
576,423.973,2.35864,0.188416,0.006112,0.141344,0.006048,0.004192,0.00592,0.020288,0.004512
577,483.76,2.06714,0.455168,0.006624,0.406976,0.00512,0.005248,0.004992,0.02048,0.005728
578,346.957,2.8822,0.372032,0.006144,0.32512,0.004608,0.005248,0.004992,0.02048,0.00544
579,442.285,2.26099,0.200544,0.004768,0.1536,0.006144,0.005216,0.005024,0.02048,0.005312
580,510.437,1.95911,0.212992,0.006144,0.165024,0.00496,0.005824,0.004448,0.02048,0.006112
581,436.93,2.2887,0.216096,0.006144,0.167936,0.006144,0.004096,0.006144,0.020448,0.005184
582,455.668,2.19458,0.426944,0.007104,0.378848,0.005536,0.004768,0.006016,0.020448,0.004224
583,416.218,2.40259,0.2048,0.007328,0.156384,0.005536,0.004832,0.00528,0.019296,0.006144
584,437.116,2.28772,0.578912,0.008192,0.528384,0.006144,0.004096,0.006144,0.02048,0.005472
585,406.168,2.46204,0.202304,0.006048,0.15504,0.0048,0.005568,0.004672,0.02048,0.005696
586,458.936,2.17896,0.196896,0.005632,0.151616,0.004864,0.004064,0.006144,0.02032,0.004256
587,508.315,1.96729,0.221184,0.006144,0.172032,0.006144,0.005152,0.005088,0.020416,0.006208
588,368.876,2.71094,0.665504,0.006144,0.6144,0.006144,0.007424,0.0064,0.018944,0.006048
589,407.461,2.45422,0.434176,0.008192,0.385024,0.005632,0.004608,0.005504,0.020288,0.004928
590,429.485,2.32837,0.255456,0.006432,0.20688,0.00576,0.005504,0.005088,0.02048,0.005312
591,334.34,2.99097,0.6536,0.005536,0.605056,0.006144,0.006144,0.005472,0.019104,0.006144
592,504.651,1.98157,0.184,0.006112,0.136672,0.005024,0.00528,0.00496,0.02048,0.005472
593,414.806,2.41077,0.240224,0.008,0.190432,0.004928,0.00544,0.0048,0.021664,0.00496
594,455.389,2.19592,0.434592,0.007104,0.385024,0.006144,0.0056,0.00464,0.02048,0.0056
595,467.153,2.14062,0.1896,0.006144,0.142336,0.00512,0.00528,0.00496,0.020352,0.005408
596,465.534,2.14807,0.232832,0.006144,0.185376,0.005088,0.00528,0.00496,0.02048,0.005504
597,497.51,2.01001,0.194112,0.005792,0.146976,0.004928,0.00544,0.0048,0.02048,0.005696
598,478.896,2.08813,0.206848,0.006144,0.161216,0.004672,0.004096,0.006144,0.020096,0.00448
599,400.548,2.49658,0.207872,0.005088,0.16144,0.005504,0.004832,0.005408,0.019456,0.006144
600,337.453,2.96338,0.441376,0.008192,0.391168,0.006144,0.004096,0.005984,0.020608,0.005184
601,576.901,1.7334,0.187968,0.007264,0.139456,0.004832,0.005504,0.004736,0.02048,0.005696
602,370.578,2.69849,0.25632,0.00816,0.206912,0.00448,0.006144,0.00528,0.019296,0.006048
603,393.034,2.54431,0.444064,0.009728,0.39168,0.006144,0.005376,0.004864,0.02048,0.005792
604,459.141,2.17798,0.212992,0.008,0.163936,0.005504,0.004832,0.005344,0.019232,0.006144
605,312.017,3.20496,0.208896,0.005632,0.162304,0.00576,0.00448,0.005664,0.020128,0.004928
606,599.707,1.66748,0.178272,0.006048,0.132608,0.004704,0.004096,0.006144,0.020288,0.004384
607,444.493,2.24976,0.45728,0.007072,0.407552,0.006144,0.004096,0.006144,0.02048,0.005792
608,399.084,2.50574,0.260576,0.004768,0.214528,0.005504,0.004832,0.00432,0.02048,0.006144
609,528.653,1.8916,0.188576,0.006272,0.141312,0.005664,0.004576,0.005568,0.020384,0.0048
610,378.786,2.64001,0.474432,0.00944,0.422688,0.006016,0.005536,0.004832,0.02048,0.00544
611,498.327,2.00671,0.24736,0.007488,0.198688,0.004896,0.005344,0.004896,0.02048,0.005568
612,387.769,2.57886,0.427392,0.007296,0.37776,0.006144,0.004096,0.006144,0.02048,0.005472
613,419.371,2.38452,0.468672,0.005824,0.420384,0.006112,0.005184,0.005056,0.02048,0.005632
614,429.08,2.33057,0.529344,0.006656,0.48128,0.004544,0.006144,0.005664,0.020224,0.004832
615,554.75,1.80261,0.186816,0.004544,0.141312,0.005824,0.004416,0.005696,0.02048,0.004544
616,476.695,2.09778,0.439424,0.005984,0.391328,0.006112,0.004128,0.00608,0.020544,0.005248
617,336.995,2.96741,0.217088,0.005888,0.169856,0.005536,0.004832,0.004352,0.021536,0.005088
618,590.585,1.69324,0.19856,0.006144,0.151552,0.004128,0.005664,0.004544,0.02048,0.006048
619,403.746,2.47681,0.239488,0.005568,0.192608,0.004992,0.005376,0.004864,0.02048,0.0056
620,455.972,2.19312,0.260128,0.005696,0.21344,0.006048,0.004192,0.005952,0.020416,0.004384
621,427.87,2.33716,0.446112,0.006144,0.397312,0.006144,0.00512,0.00512,0.02048,0.005792
622,557.431,1.79395,0.194112,0.008,0.145472,0.004224,0.005568,0.004672,0.02048,0.005696
623,458.987,2.17871,0.220704,0.006144,0.173248,0.004928,0.00544,0.0048,0.02048,0.005664
624,397.477,2.51587,0.672672,0.005024,0.620256,0.007744,0.00624,0.006304,0.02096,0.006144
625,475.395,2.10352,0.641024,0.006144,0.595872,0.004192,0.004096,0.005696,0.02048,0.004544
626,334.231,2.99194,0.26656,0.0056,0.221216,0.004896,0.004096,0.006016,0.020096,0.00464
627,482.962,2.07056,0.43408,0.00624,0.3864,0.004768,0.0056,0.00464,0.02048,0.005952
628,436.441,2.29126,0.206848,0.00592,0.159968,0.006144,0.004096,0.006144,0.02016,0.004416
629,415.205,2.40845,0.567264,0.007616,0.517088,0.006144,0.005216,0.005024,0.02048,0.005696
630,465.296,2.14917,0.433856,0.006144,0.385024,0.006112,0.005536,0.004736,0.02048,0.005824
631,402.674,2.4834,0.674208,0.005664,0.623456,0.006144,0.006144,0.006144,0.021696,0.00496
632,349.966,2.85742,0.633504,0.008864,0.583456,0.005504,0.004832,0.005376,0.020384,0.005088
633,392.488,2.54785,0.233888,0.005568,0.186656,0.0048,0.006144,0.005312,0.02032,0.005088
634,386.124,2.58984,0.24176,0.0056,0.1952,0.005888,0.004352,0.005728,0.020512,0.00448
635,409.6,2.44141,0.215552,0.004736,0.16976,0.005504,0.004832,0.00528,0.02048,0.00496
636,503.999,1.98413,0.208992,0.005568,0.16224,0.004608,0.005728,0.004512,0.02048,0.005856
637,449.665,2.22388,0.223232,0.005984,0.176288,0.005824,0.004416,0.005728,0.02048,0.004512
638,262.178,3.81421,0.231424,0.005696,0.18608,0.004832,0.004096,0.006112,0.018464,0.006144
639,573.911,1.74243,0.240128,0.004768,0.1944,0.005728,0.004512,0.005632,0.020544,0.004544
640,365.453,2.73633,0.233536,0.005824,0.186752,0.005568,0.004672,0.005472,0.019104,0.006144
641,431.976,2.31494,0.19056,0.006656,0.142816,0.004608,0.00576,0.00448,0.02048,0.00576
642,439.91,2.27319,0.458304,0.007808,0.407968,0.006112,0.0056,0.00464,0.02048,0.005696
643,404.623,2.47144,0.278912,0.005664,0.231936,0.005504,0.005024,0.00528,0.020448,0.005056
644,418.857,2.38745,0.216192,0.005888,0.168192,0.00592,0.00432,0.006144,0.020448,0.00528
645,454.959,2.198,0.264544,0.005664,0.217504,0.004704,0.005664,0.004576,0.02048,0.005952
646,402.2,2.48633,0.227488,0.0056,0.180928,0.005504,0.004736,0.005504,0.020448,0.004768
647,365.518,2.73584,0.438272,0.00768,0.389632,0.00592,0.00432,0.005824,0.020544,0.004352
648,502.515,1.98999,0.450656,0.005536,0.40416,0.00576,0.00448,0.005632,0.020576,0.004512
649,421.096,2.37476,0.485888,0.006656,0.437632,0.004736,0.0056,0.00464,0.02048,0.006144
650,476.501,2.09863,0.198656,0.007872,0.149824,0.005888,0.004352,0.005728,0.019968,0.005024
651,288.43,3.46704,0.200256,0.006144,0.152704,0.004992,0.005376,0.004864,0.02048,0.005696
652,403.467,2.47852,0.194304,0.006144,0.14688,0.004672,0.005664,0.004576,0.02048,0.005888
653,589.013,1.69775,0.19136,0.004992,0.145408,0.005696,0.004544,0.0056,0.020416,0.004704
654,453.448,2.20532,0.4392,0.006432,0.391552,0.005536,0.00496,0.005824,0.020416,0.00448
655,481.429,2.07715,0.601152,0.00784,0.551264,0.00608,0.00416,0.005952,0.02064,0.005216
656,524.792,1.90552,0.188416,0.006144,0.141312,0.005696,0.004544,0.005568,0.020448,0.004704
657,567.156,1.76318,0.179936,0.006144,0.131072,0.006144,0.004096,0.006144,0.02048,0.005856
658,291.967,3.42505,0.518656,0.006656,0.470176,0.00496,0.00608,0.00544,0.020608,0.004736
659,621.831,1.60815,0.200544,0.004768,0.153408,0.006144,0.004096,0.006144,0.020352,0.005632
660,522.983,1.91211,0.186368,0.006144,0.139168,0.005536,0.0048,0.005312,0.02048,0.004928
661,459.502,2.17627,0.211264,0.005792,0.164512,0.005792,0.004448,0.005696,0.02048,0.004544
662,394.986,2.53174,0.20112,0.005632,0.154528,0.004096,0.00576,0.00448,0.02048,0.006144
663,568.81,1.75806,0.1976,0.005088,0.151424,0.005536,0.004832,0.00528,0.020352,0.005088
