,fps,duration,cudaTotal,kernComputeIndices-905,thrust::sort_by_key-909,kernResetIntBuffer-915,kernResetIntBuffer-916,kernIdentifyCellStartEnd-919,kernReshuffle-925,kernReshuffle-926,kernUpdateVelNeighborSearchCoherent-929,kernUpdatePos-934
avg_1024,540.994,1.90354,1.38772,0.00895031,0.262703,0.00642206,0.00546653,0.00723641,0.0136414,0.0147787,1.05591,0.0126161
max_1024,1009.86,3.20825,2.15648,0.033408,0.724992,0.045056,0.028928,0.047104,0.029152,0.053376,1.82931,0.271136
min_1024,311.696,0.990234,1.13853,0.007104,0.220864,0.004224,0.00416,0.006144,0.012192,0.012832,0.84656,0.00848
512,597.956,1.67236,1.14362,0.008736,0.229568,0.006144,0.005696,0.006592,0.013984,0.014272,0.8496,0.009024
513,644.076,1.55261,1.56157,0.008128,0.240032,0.005728,0.00512,0.007296,0.013056,0.014464,1.25517,0.012576
514,448.066,2.23181,1.15094,0.009376,0.238208,0.005728,0.004736,0.007872,0.01376,0.014496,0.84656,0.010208
515,637.559,1.56848,1.13872,0.008192,0.227328,0.006144,0.005728,0.00656,0.013856,0.014528,0.847808,0.008576
516,490.187,2.04004,1.18704,0.00832,0.266112,0.005984,0.005472,0.006976,0.013888,0.014272,0.856224,0.009792
517,717.652,1.39343,2.02269,0.008288,0.241568,0.006144,0.005664,0.006624,0.013664,0.014944,1.7136,0.012192
518,410.462,2.43628,1.15229,0.008192,0.229376,0.006176,0.00592,0.006336,0.014336,0.014336,0.858048,0.009568
519,638.305,1.56665,1.5488,0.008416,0.223552,0.00576,0.004736,0.007648,0.0128,0.014336,1.25955,0.012
520,513.058,1.9491,1.1633,0.008192,0.228736,0.005856,0.005024,0.0072,0.01328,0.014336,0.871776,0.008896
521,607.31,1.64661,1.82682,0.008352,0.441056,0.032416,0.028928,0.008288,0.014176,0.014496,1.25853,0.020576
522,443.146,2.25659,1.16531,0.008192,0.2352,0.005728,0.004832,0.007648,0.014144,0.014592,0.864736,0.01024
523,648.255,1.5426,1.39158,0.008832,0.46112,0.006144,0.005632,0.006656,0.014336,0.014336,0.86576,0.008768
524,504.434,1.98242,1.17424,0.008768,0.237824,0.006176,0.00592,0.007808,0.012864,0.015776,0.86896,0.010144
525,418.707,2.38831,1.17846,0.010944,0.250016,0.006144,0.00544,0.006848,0.013408,0.014272,0.861152,0.01024
526,650.159,1.53809,1.15712,0.00944,0.227712,0.00576,0.004896,0.007808,0.012672,0.015392,0.863232,0.010208
527,593.365,1.6853,1.14474,0.008224,0.225248,0.006016,0.005312,0.007104,0.014176,0.014432,0.854112,0.010112
528,648.204,1.54272,1.56461,0.009216,0.239936,0.004992,0.005952,0.007392,0.014496,0.014976,1.25347,0.014176
529,444.927,2.24756,1.16755,0.00848,0.232704,0.00496,0.006048,0.007168,0.013312,0.014336,0.8704,0.010144
530,651.451,1.53503,1.16531,0.008192,0.227136,0.005952,0.005984,0.006688,0.01408,0.0144,0.873824,0.009056
531,570.712,1.7522,1.13853,0.008288,0.225376,0.006048,0.005792,0.006496,0.013472,0.01472,0.848352,0.009984
532,461.391,2.16736,1.18528,0.009632,0.234112,0.006112,0.005472,0.006816,0.013696,0.0144,0.885312,0.009728
533,610.979,1.63672,1.17904,0.010592,0.232832,0.00496,0.00592,0.00736,0.01312,0.014336,0.880128,0.009792
534,629.041,1.58972,1.1817,0.008192,0.229376,0.006176,0.005824,0.006432,0.014368,0.014304,0.888192,0.008832
535,555.315,1.80078,1.15347,0.008096,0.229952,0.00592,0.005312,0.007072,0.012384,0.014336,0.861472,0.008928
536,647.384,1.54468,1.57206,0.009824,0.231104,0.004992,0.005984,0.007296,0.013184,0.014336,1.27181,0.013536
537,434.566,2.30115,1.17002,0.008512,0.23536,0.005728,0.004992,0.007776,0.014016,0.014816,0.868576,0.01024
538,666.07,1.50134,1.47402,0.00944,0.228128,0.00576,0.004704,0.007872,0.013728,0.014528,1.17606,0.013792
539,541.119,1.84802,1.15629,0.008192,0.226496,0.00496,0.00592,0.006368,0.014016,0.014432,0.866432,0.009472
540,587.24,1.70288,1.85984,0.008736,0.509952,0.024576,0.005248,0.00704,0.013984,0.014432,1.26592,0.009952
541,448.729,2.22852,1.17312,0.008032,0.232928,0.005056,0.006016,0.006304,0.013952,0.014336,0.876896,0.0096
542,660.645,1.51367,1.54915,0.008864,0.22704,0.005728,0.004992,0.008192,0.013696,0.014432,1.25712,0.009088
543,476.251,2.09973,1.14765,0.00848,0.22576,0.006144,0.005312,0.006976,0.013632,0.014176,0.856928,0.01024
544,581.034,1.72107,1.35587,0.010592,0.423296,0.004736,0.006048,0.007808,0.014336,0.014656,0.864416,0.009984
545,584.6,1.71057,1.14688,0.008192,0.227328,0.006144,0.0056,0.006624,0.013408,0.013376,0.857312,0.008896
546,632.538,1.58093,1.59702,0.00928,0.291776,0.006144,0.005824,0.006496,0.014144,0.014432,1.2391,0.009824
547,493.672,2.02563,1.16557,0.008448,0.233184,0.004864,0.006176,0.007168,0.013216,0.014336,0.868416,0.00976
548,445.193,2.24622,1.192,0.011488,0.260896,0.006176,0.006112,0.006144,0.014368,0.014304,0.863552,0.00896
549,542.337,1.84387,1.16506,0.008352,0.237568,0.006144,0.005376,0.006912,0.01376,0.014752,0.862368,0.009824
550,689.04,1.45129,1.17987,0.008416,0.236992,0.00576,0.005056,0.00736,0.01312,0.014336,0.878592,0.01024
551,640.4,1.56152,1.18384,0.008192,0.230784,0.00496,0.00592,0.007264,0.013088,0.014272,0.8904,0.00896
552,437.677,2.28479,1.16957,0.010912,0.239616,0.006144,0.005824,0.006464,0.014272,0.014432,0.862176,0.009728
553,641.052,1.55994,1.14666,0.008192,0.229376,0.005856,0.004576,0.008,0.014048,0.014656,0.851936,0.010016
554,547.777,1.82556,1.17555,0.008192,0.251584,0.00576,0.0048,0.007744,0.012768,0.014304,0.86016,0.01024
555,605.872,1.65051,2.01251,0.008192,0.264192,0.005952,0.004608,0.007776,0.012384,0.014336,1.68266,0.012416
556,407.42,2.45447,1.17299,0.008192,0.230464,0.005056,0.006176,0.006144,0.014304,0.014272,0.878656,0.009728
557,609.342,1.64111,1.54694,0.00816,0.228096,0.005728,0.00464,0.007808,0.012608,0.014528,1.25318,0.012192
558,462.877,2.1604,1.20573,0.009504,0.256128,0.00576,0.005088,0.007488,0.012992,0.014336,0.884736,0.009696
559,700.231,1.4281,1.78179,0.008224,0.466784,0.007808,0.00464,0.007584,0.01424,0.014528,1.24774,0.01024
560,456.684,2.1897,1.17718,0.008672,0.229056,0.005728,0.004896,0.00768,0.014176,0.014656,0.882784,0.009536
561,594.701,1.68152,1.34144,0.009408,0.405792,0.005728,0.005056,0.007648,0.014208,0.014816,0.869984,0.0088
562,587.746,1.70142,1.17539,0.008736,0.233536,0.006336,0.00576,0.006528,0.013984,0.014464,0.876384,0.009664
563,467.447,2.13928,1.18186,0.0104,0.235392,0.005728,0.00464,0.007776,0.012704,0.014336,0.88064,0.01024
564,623.25,1.60449,1.18243,0.0088,0.237696,0.006144,0.0056,0.006688,0.01392,0.014048,0.8808,0.008736
565,624.962,1.6001,1.3519,0.008416,0.404832,0.004992,0.005952,0.007264,0.013184,0.015584,0.882656,0.009024
566,537.639,1.85999,1.16531,0.009824,0.233888,0.00592,0.005504,0.007008,0.013824,0.014848,0.86544,0.009056
567,582.439,1.71692,1.80944,0.00928,0.449472,0.03392,0.004992,0.00736,0.014368,0.014752,1.2655,0.009792
568,468.596,2.13403,1.23702,0.009728,0.295424,0.006144,0.005696,0.006592,0.014176,0.014496,0.875872,0.008896
569,550.094,1.81787,1.16352,0.008448,0.232032,0.006144,0.005472,0.006816,0.014336,0.014336,0.866304,0.009632
570,632.196,1.58179,1.54634,0.008288,0.233504,0.006112,0.005952,0.006336,0.014336,0.014336,1.24467,0.0128
571,450.704,2.21875,1.17712,0.008192,0.23552,0.00576,0.004576,0.007808,0.012576,0.014336,0.878592,0.00976
572,637.212,1.56934,1.46842,0.00944,0.22608,0.006144,0.005856,0.006432,0.014336,0.014336,1.17254,0.013248
573,537.11,1.86182,1.15171,0.008416,0.225824,0.006112,0.005824,0.006464,0.013952,0.014304,0.860576,0.01024
574,625.248,1.59937,2.004,0.008192,0.236736,0.00496,0.006144,0.007232,0.013248,0.014336,1.69981,0.013344
575,389.947,2.56445,1.19094,0.008192,0.252928,0.00512,0.006016,0.006304,0.013792,0.014752,0.87424,0.0096
576,642.711,1.55591,1.58106,0.009376,0.245824,0.004992,0.006048,0.00736,0.01312,0.014336,1.27088,0.00912
577,498.782,2.00488,1.18349,0.008384,0.24528,0.005888,0.0048,0.00768,0.0128,0.014336,0.874496,0.009824
578,549.725,1.81909,1.66323,0.008448,0.724992,0.005728,0.004512,0.00752,0.014176,0.014368,0.874656,0.008832
579,568.889,1.75781,1.17901,0.008192,0.224416,0.00496,0.006112,0.006176,0.014016,0.014432,0.891104,0.0096
580,623.582,1.60364,1.35005,0.007936,0.404416,0.006144,0.005728,0.006592,0.014304,0.014176,0.8808,0.009952
581,537.216,1.86145,1.1776,0.008192,0.233056,0.005728,0.004928,0.00752,0.01296,0.014336,0.88176,0.00912
582,416.938,2.39844,1.1801,0.010688,0.239616,0.006144,0.00592,0.0064,0.01424,0.014336,0.873568,0.009184
583,615.94,1.62354,1.17968,0.020032,0.222976,0.004992,0.005952,0.0072,0.012928,0.014048,0.882432,0.00912
584,531.706,1.88074,1.18688,0.009536,0.249856,0.004992,0.005952,0.007552,0.012928,0.014336,0.872032,0.009696
585,636.618,1.5708,1.56512,0.008064,0.241856,0.00496,0.006048,0.00736,0.01312,0.015424,1.25434,0.013952
586,449.443,2.22498,1.18122,0.008192,0.23552,0.006144,0.006048,0.006304,0.014272,0.014368,0.880608,0.00976
587,638.205,1.56689,1.46643,0.008,0.22208,0.006144,0.006144,0.008192,0.012288,0.01536,1.17453,0.013696
588,535.53,1.86731,1.15274,0.00976,0.223456,0.00576,0.004736,0.007776,0.012704,0.014336,0.864256,0.009952
589,618.731,1.61621,1.81046,0.008192,0.468992,0.008224,0.00528,0.006976,0.014208,0.014496,1.27382,0.010272
590,457.066,2.18787,1.1633,0.008192,0.2304,0.00512,0.00608,0.00624,0.014144,0.014496,0.869952,0.008672
591,625.248,1.59937,1.54397,0.008224,0.239552,0.005728,0.005856,0.00688,0.013728,0.014592,1.23939,0.010016
592,505.929,1.97656,1.16618,0.008768,0.227616,0.005984,0.00544,0.007008,0.013376,0.0144,0.874432,0.009152
